TRANSACTION_ID,ACCOUNT_ID,TXN_DATE,AMOUNT
1951,458,2024-06-16,3930.35
1952,286,2024-09-14,6362.48
1953,494,2024-09-13,238.75
1954,4,2025-03-05,1919.54
1955,827,2026-06-18,2329.19
1956,412,2025-03-26,2789.04
1957,873,2026-08-30,11105.25
1958,139,2024-09-02,1299.9
1959,526,2024-08-24,2091.31
1960,612,2024-04-08,7623.89
1961,717,2024-07-25,7512.1
1962,9,2024-10-30,1378.63
1963,572,2025-01-09,9831.48
1964,134,2025-11-26,5476.45
1965,385,2025-03-10,7282.9
1966,49,2025-10-31,10254.63
1967,52,2024-03-28,5467.3
1968,690,2026-07-12,7957.83
1969,646,2024-05-24,388.67
1970,806,2024-02-02,1125.85
1971,631,2025-02-18,9407.09
1972,537,2025-09-27,2503.34
1973,106,2024-08-17,5527.84
1974,689,2024-06-07,5455.95
1975,208,2026-04-03,2944.52
1976,96,2026-03-14,999.99
1977,659,2026-01-02,4648.5
1978,530,2024-08-03,6733.83
1979,135,2025-06-06,406.63
1980,495,2025-11-03,1126.14
1981,622,2025-02-25,740.1
1982,449,2024-06-23,1454.86
1983,647,2026-03-21,5488.65
1984,455,2026-07-03,4066.36
1985,319,2024-06-10,5239.92
1986,202,2025-11-16,1378.77
1987,233,2026-05-15,3888.46
1988,729,2025-06-11,5825.03
1989,336,2024-02-17,2002.46
1990,645,2025-11-04,884.78
1991,324,2026-06-19,1859.39
1992,473,2024-09-11,4328.28
1993,547,2024-05-15,3481.85
1994,430,2024-09-03,4445.5
1995,670,2026-03-02,3227.43
1996,832,2025-06-27,5406.04
1997,776,2024-01-18,3039.3
1998,830,2025-07-27,2595.46
1999,27,2026-03-05,6123.3
2000,684,2024-06-29,2425.59
2001,654,2025-07-23,3467.38
2002,372,2024-08-11,9762.06
2003,283,2024-01-19,12882.97
2004,48,2025-01-25,7433.46
2005,755,2026-01-24,445.11
2006,757,2025-10-14,2533.38
2007,69,2024-04-09,3602.05
2008,524,2024-06-30,8516.55
2009,497,2025-06-10,4487.14
2010,156,2024-11-08,3474.02
2011,494,2024-11-19,5301.25
2012,731,2025-03-01,4568.69
2013,294,2026-01-10,10834.98
2014,654,2025-07-15,3134.1
2015,874,2026-04-11,5083.12
2016,410,2024-04-09,7223.11
2017,97,2025-03-28,21239.05
2018,268,2025-06-20,1039.03
2019,123,2026-01-08,240.06
2020,318,2025-05-17,3881.95
2021,580,2026-06-12,11966.27
2022,183,2026-03-27,2691.91
2023,463,2025-11-02,10856.62
2024,899,2025-01-22,1264.34
2025,239,2024-11-09,2612.2
2026,792,2025-06-04,2085.43
2027,274,2025-03-27,14386.47
2028,553,2024-01-29,2245.37
2029,142,2024-08-12,1428.8
2030,242,2026-03-25,1632.84
2031,781,2025-03-22,4012.3
2032,531,2026-07-14,2597.28
2033,513,2024-08-27,2482.18
2034,460,2026-08-01,5040.88
2035,221,2026-02-26,4518.4
2036,837,2024-12-15,2512.8
2037,355,2025-08-17,2461.67
2038,11,2026-08-21,5199.87
2039,817,2025-09-09,4998.97
2040,42,2026-06-27,2131.61
2041,799,2024-04-17,165.53
2042,240,2024-06-08,4451.8
2043,63,2024-01-02,1895.11
2044,199,2024-11-13,4618.83
2045,589,2026-02-08,9547.17
2046,492,2026-07-28,4675.73
2047,138,2025-06-12,686.74
2048,271,2025-02-16,2723.91
2049,190,2026-06-27,1129.2
2050,588,2025-07-27,2164.43
2051,778,2025-06-07,6957.27
2052,230,2024-03-23,5767.2
2053,806,2024-07-28,21884.98
2054,368,2025-11-11,4818.22
2055,75,2025-11-12,783.04
2056,291,2025-04-28,2763.2
2057,787,2025-11-14,753.78
2058,728,2025-11-04,2865.93
2059,656,2024-03-04,2096.32
2060,359,2026-03-25,558.05
2061,699,2025-11-07,5246.25
2062,640,2024-08-01,3526.6
2063,713,2024-07-26,1788.64
2064,502,2026-07-23,1784.58
2065,457,2024-09-05,1320.57
2066,871,2024-02-01,5496.43
2067,853,2024-01-31,3722.67
2068,483,2024-08-10,10226.41
2069,181,2025-09-03,4208.81
2070,369,2025-03-20,1809.69
2071,455,2025-12-14,8867.56
2072,610,2024-08-14,9269.02
2073,287,2024-08-12,12344.47
2074,41,2025-01-29,15823.68
2075,741,2026-02-11,2397.46
2076,855,2025-05-05,1480.4
2077,75,2026-01-12,3220.32
2078,287,2024-04-01,9582.49
2079,391,2025-02-03,3732.27
2080,685,2025-03-02,22.39
2081,697,2024-03-07,1552.66
2082,309,2024-11-02,703.87
2083,282,2024-09-30,4912.05
2084,365,2025-03-20,4722.43
2085,217,2024-06-10,3833.71
2086,393,2024-09-19,6453.92
2087,237,2026-07-23,1628.69
2088,55,2024-05-19,1244.86
2089,643,2026-03-08,4179.15
2090,709,2025-06-13,3098.62
2091,259,2024-03-17,4976.52
2092,361,2025-01-25,3959.32
2093,363,2025-05-15,1213.02
2094,20,2024-09-27,898.6
2095,492,2024-09-17,8981.38
2096,413,2025-11-25,2774.07
2097,847,2024-02-01,7985.88
2098,335,2026-06-24,1968.04
2099,715,2024-11-10,9704.67
2100,352,2025-01-07,1063.11
2101,167,2024-05-04,389.96
2102,314,2026-05-08,3231.46
2103,795,2024-08-05,678.91
2104,231,2026-02-22,5618.53
2105,761,2024-11-14,12110.78
2106,599,2024-01-31,1149.25
2107,671,2025-02-02,2063.36
2108,678,2025-05-25,2147.74
2109,466,2025-04-01,2160.05
2110,542,2026-08-20,3006.78
2111,63,2025-05-22,8248.52
2112,630,2026-01-29,3381.0
2113,641,2024-12-26,3111.47
2114,94,2024-05-21,538.58
2115,467,2025-04-30,817.31
2116,459,2025-06-29,697.45
2117,279,2025-02-11,1940.82
2118,60,2026-01-17,4341.82
2119,9,2026-07-29,998.1
2120,188,2024-03-19,11944.52
2121,208,2024-03-06,737.64
2122,191,2024-09-24,3863.45
2123,546,2025-07-25,19795.67
2124,380,2024-02-11,3361.4
2125,102,2024-07-07,4305.7
2126,76,2025-02-02,3885.52
2127,590,2025-01-01,1046.01
2128,842,2026-04-05,3054.72
2129,738,2025-06-16,75.35
2130,682,2026-04-30,2354.52
2131,287,2026-01-10,7785.73
2132,634,2025-02-07,13936.18
2133,74,2026-08-11,1647.13
2134,155,2026-04-02,11742.33
2135,126,2025-04-26,1106.9
2136,166,2026-04-09,4883.17
2137,323,2024-09-07,5005.77
2138,40,2024-07-22,1532.6
2139,733,2026-02-10,751.73
2140,644,2026-02-08,1614.59
2141,571,2024-08-04,3848.82
2142,158,2026-01-05,8416.01
2143,782,2025-05-10,10974.66
2144,6,2025-06-28,3728.73
2145,895,2026-04-05,5894.24
2146,655,2024-06-05,7083.79
2147,183,2025-01-28,1633.54
2148,178,2024-10-09,5758.96
2149,626,2025-06-27,2275.57
2150,728,2024-06-02,1928.45
2151,420,2024-04-26,1422.5
2152,55,2025-11-09,1573.91
2153,445,2024-02-24,3687.82
2154,432,2025-02-10,2686.49
2155,294,2026-08-19,2758.2
2156,813,2026-08-31,2253.3
2157,309,2024-06-23,744.14
2158,220,2026-06-22,1982.57
2159,609,2024-11-23,954.81
2160,557,2024-07-12,2160.19
2161,559,2025-05-07,1801.87
2162,454,2025-04-21,4822.83
2163,287,2024-12-31,6859.84
2164,232,2025-02-20,2685.08
2165,107,2024-04-04,5907.51
2166,168,2024-09-14,1009.72
2167,521,2024-07-10,20526.91
2168,366,2026-06-27,8823.77
2169,666,2025-04-26,1037.42
2170,724,2025-06-16,2544.61
2171,503,2025-03-03,6857.69
2172,95,2026-05-12,600.35
2173,4,2026-02-17,3461.9
2174,206,2025-11-03,794.55
2175,255,2024-10-30,1825.64
2176,67,2024-10-27,2439.82
2177,701,2026-07-05,1969.25
2178,331,2026-06-25,257.95
2179,669,2024-10-02,3795.33
2180,188,2024-11-24,14069.0
2181,10,2024-11-19,3017.05
2182,124,2026-02-03,15780.94
2183,424,2026-07-14,108.17
2184,432,2026-05-15,1354.09
2185,394,2026-03-30,1309.94
2186,864,2024-12-05,4045.08
2187,588,2024-11-05,3080.3
2188,659,2026-05-16,2356.27
2189,113,2025-01-20,6921.38
2190,420,2024-07-28,3185.24
2191,560,2026-04-01,5960.16
2192,527,2025-04-12,12628.04
2193,853,2024-03-24,7096.64
2194,429,2026-05-23,978.98
2195,335,2024-10-14,18314.03
2196,850,2024-10-28,5147.9
2197,304,2025-06-02,2587.74
2198,514,2024-09-20,774.68
2199,26,2026-03-19,3375.87
2200,150,2025-11-05,1475.79
2201,52,2025-07-04,538.72
2202,377,2024-07-14,874.09
2203,839,2025-04-22,412.31
2204,65,2024-09-22,2212.16
2205,878,2026-07-27,2828.8
2206,783,2026-02-11,4564.53
2207,6,2024-04-23,5019.02
2208,14,2025-05-29,1851.46
2209,811,2026-01-30,2115.0
2210,527,2025-05-25,3837.32
2211,157,2024-05-03,932.14
2212,859,2024-05-16,5764.76
2213,506,2025-12-15,2306.92
2214,572,2025-05-25,6595.72
2215,611,2025-06-13,3513.23
2216,182,2024-09-20,2573.8
2217,324,2024-09-15,8157.15
2218,116,2025-02-01,494.95
2219,477,2025-06-13,4386.67
2220,889,2025-04-02,10956.18
2221,565,2026-05-07,3656.39
2222,623,2024-07-03,3024.97
2223,175,2025-04-05,6730.39
2224,488,2024-08-17,1838.9
2225,895,2024-01-07,2419.04
2226,80,2025-02-08,777.91
2227,184,2024-02-25,1724.65
2228,648,2024-12-28,5439.57
2229,10,2025-09-08,2481.34
2230,186,2025-01-01,1198.79
2231,850,2025-10-22,8444.32
2232,18,2024-10-14,7566.47
2233,387,2025-01-26,1373.62
2234,297,2026-05-03,7516.29
2235,359,2024-08-24,5317.7
2236,233,2025-05-03,3850.22
2237,249,2025-11-29,11498.55
2238,685,2024-12-18,4358.05
2239,24,2024-10-23,1516.28
2240,117,2025-11-11,2243.49
2241,239,2024-03-13,5168.73
2242,744,2024-09-15,11360.53
2243,354,2025-02-03,4401.59
2244,32,2024-07-30,3858.11
2245,469,2025-06-09,6572.32
2246,565,2025-08-26,5736.59
2247,412,2026-07-30,8613.67
2248,80,2025-08-09,3167.53
2249,792,2025-07-31,4761.53
2250,773,2025-12-08,3011.08
2251,821,2024-07-22,757.04
2252,868,2025-04-03,988.83
2253,286,2026-03-22,1633.78
2254,380,2024-06-20,723.22
2255,864,2024-10-11,3741.2
2256,405,2024-08-02,6932.43
2257,779,2026-07-24,1861.42
2258,583,2024-12-11,332.39
2259,835,2024-11-13,1456.3
2260,10,2026-03-05,2499.81
2261,636,2026-06-05,6535.59
2262,721,2024-01-05,3427.2
2263,179,2026-05-06,3420.0
2264,662,2025-11-20,4956.06
2265,176,2026-04-22,7398.08
2266,815,2024-03-25,11028.44
2267,818,2024-02-08,1868.78
2268,4,2024-11-23,3168.13
2269,457,2026-04-08,1864.94
2270,345,2025-05-01,4737.05
2271,802,2025-12-04,327.74
2272,289,2024-08-26,13371.07
2273,649,2024-11-21,5188.29
2274,106,2026-05-05,4515.87
2275,192,2025-04-22,1501.02
2276,887,2026-01-30,2184.28
2277,347,2025-09-15,724.46
2278,690,2024-06-20,1408.54
2279,872,2026-07-08,7398.67
2280,869,2026-07-11,449.38
2281,18,2026-01-30,15496.27
2282,210,2025-04-02,8590.1
2283,644,2025-02-21,4433.06
2284,835,2024-10-17,1294.27
2285,881,2025-09-21,5967.33
2286,649,2024-10-29,5496.1
2287,94,2024-06-30,1829.21
2288,669,2024-02-29,5088.63
2289,245,2025-02-17,2489.98
2290,728,2026-03-05,285.29
2291,493,2026-02-10,792.79
2292,166,2026-04-08,8345.33
2293,760,2025-08-14,2090.42
2294,890,2026-04-25,1581.44
2295,456,2026-02-02,3725.21
2296,732,2026-02-25,148.13
2297,54,2025-05-12,3358.79
2298,245,2024-03-24,3949.1
2299,115,2025-01-05,5828.5
2300,256,2026-04-06,1001.3
2301,339,2025-12-24,1793.39
2302,389,2024-01-13,3865.31
2303,291,2024-04-01,1119.27
2304,491,2025-10-04,4160.73
2305,198,2026-08-12,3715.14
2306,314,2025-12-14,125.11
2307,757,2026-07-13,7260.83
2308,507,2024-03-05,1156.67
2309,25,2026-05-08,3444.18
2310,296,2024-05-05,13517.19
2311,747,2026-05-12,1313.81
2312,163,2026-08-07,4985.57
2313,830,2025-05-13,16135.14
2314,267,2025-06-03,5646.15
2315,568,2025-04-30,8537.35
2316,428,2025-06-23,869.6
2317,563,2026-03-10,10961.76
2318,718,2024-10-01,295.63
2319,135,2024-10-03,5320.31
2320,317,2026-08-02,3310.31
2321,512,2026-04-08,2420.04
2322,235,2025-06-10,2007.11
2323,338,2024-07-14,5757.25
2324,798,2026-07-20,1504.9
2325,207,2026-05-07,2124.12
2326,171,2024-11-16,5353.59
2327,525,2025-06-11,8265.5
2328,90,2025-02-12,2972.28
2329,2,2026-04-02,11307.8
2330,783,2025-11-01,3926.46
2331,249,2025-04-25,3589.07
2332,109,2026-08-01,22461.36
2333,591,2025-08-16,4701.15
2334,433,2025-04-16,14632.35
2335,410,2026-06-22,21082.92
2336,395,2025-03-14,912.71
2337,132,2025-02-11,1477.45
2338,773,2025-01-13,411.92
2339,2,2024-08-02,6122.47
2340,435,2024-09-29,6201.07
2341,244,2024-03-29,1881.39
2342,578,2025-12-10,106.35
2343,495,2025-07-29,4908.74
2344,347,2026-06-28,475.92
2345,482,2025-08-18,2748.7
2346,205,2024-03-19,6414.12
2347,118,2025-08-28,3831.82
2348,815,2024-06-19,8208.48
2349,553,2024-02-06,2592.92
2350,589,2025-10-08,1557.49
2351,900,2024-01-27,1234.33
2352,814,2025-02-02,6269.63
2353,527,2026-05-23,3093.63
2354,714,2024-09-06,1468.9
2355,475,2025-11-09,4703.53
2356,215,2025-01-02,353.64
2357,561,2024-04-20,3537.78
2358,822,2024-07-11,4305.97
2359,792,2024-03-13,4851.28
2360,455,2024-05-27,11365.65
2361,852,2024-06-06,2451.71
2362,178,2026-05-11,4364.22
2363,37,2026-02-25,5019.47
2364,363,2024-12-10,3130.37
2365,185,2025-12-06,786.25
2366,862,2024-07-18,6786.32
2367,105,2025-09-14,102.66
2368,482,2024-07-16,855.89
2369,696,2025-09-16,2380.56
2370,100,2024-12-14,852.08
2371,42,2026-04-17,3525.79
2372,499,2026-03-25,8872.56
2373,813,2024-11-21,15040.61
2374,15,2024-02-10,3187.36
2375,19,2024-11-10,4673.34
2376,833,2024-10-01,3507.54
2377,543,2025-02-18,3018.89
2378,632,2025-07-13,3036.58
2379,249,2026-08-22,12967.92
2380,282,2024-03-02,168.02
2381,424,2025-06-25,7277.01
2382,193,2024-06-16,1295.39
2383,398,2025-06-17,2650.36
2384,859,2025-09-12,799.48
2385,675,2026-02-28,713.0
2386,783,2025-06-29,8244.46
2387,447,2024-06-22,1653.53
2388,709,2026-06-09,3398.86
2389,380,2025-01-30,5225.09
2390,556,2025-04-12,11335.54
2391,658,2025-09-17,748.64
2392,743,2024-09-15,11926.61
2393,834,2026-08-21,4212.51
2394,95,2024-02-13,4045.44
2395,715,2024-05-30,2426.18
2396,639,2026-08-23,2059.85
2397,664,2025-03-16,382.72
2398,14,2026-05-20,9423.21
2399,439,2026-06-01,663.89
2400,865,2026-08-23,1785.8
2401,811,2025-12-08,8264.51
2402,208,2025-10-28,2966.22
2403,438,2025-08-21,925.53
2404,778,2025-10-28,6877.23
2405,838,2024-09-07,2079.75
2406,299,2026-03-05,1755.46
2407,723,2024-07-01,703.83
2408,752,2025-04-12,1928.99
2409,136,2024-12-30,2359.41
2410,29,2026-01-12,5129.36
2411,43,2024-09-05,1435.15
2412,131,2024-07-20,9645.59
2413,667,2026-02-27,8449.58
2414,351,2025-04-19,8448.78
2415,618,2025-12-03,3939.07
2416,81,2026-05-06,6500.43
2417,542,2026-03-25,6005.47
2418,671,2025-01-24,7719.69
2419,879,2024-06-15,8323.67
2420,288,2026-07-25,6228.12
2421,491,2024-10-29,6339.51
2422,435,2026-01-19,5857.14
2423,314,2026-01-19,6350.49
2424,576,2025-03-07,3612.67
2425,509,2024-06-08,1806.94
2426,750,2025-04-05,973.08
2427,26,2024-05-21,692.58
2428,200,2024-12-09,1087.43
2429,522,2025-01-08,7924.22
2430,517,2025-05-20,10767.07
2431,813,2024-06-30,6097.82
2432,608,2026-04-04,4292.28
2433,4,2024-03-17,381.66
2434,441,2026-08-19,3050.14
2435,761,2024-10-31,1700.74
2436,786,2025-04-22,1700.28
2437,722,2026-05-03,3823.13
2438,430,2025-09-29,6062.32
2439,96,2024-02-25,3477.8
2440,192,2025-08-11,17132.56
2441,763,2025-07-05,4177.2
2442,307,2026-06-28,293.83
2443,688,2025-07-02,13039.92
2444,33,2026-08-25,3300.34
2445,442,2025-06-01,10713.45
2446,856,2024-07-06,667.67
2447,221,2025-05-07,1419.53
2448,28,2026-06-13,1066.53
2449,260,2024-01-17,7754.97
2450,57,2025-01-23,9381.29
2451,552,2024-02-16,5422.25
2452,173,2026-03-31,4475.12
2453,222,2025-05-13,343.44
2454,529,2025-11-29,1596.16
2455,293,2026-08-02,1864.45
2456,586,2026-03-22,498.19
2457,838,2025-02-01,3146.27
2458,839,2026-06-30,5541.23
2459,657,2025-04-05,7092.75
2460,872,2026-08-12,5875.5
2461,663,2026-08-15,2577.9
2462,62,2024-08-04,2013.19
2463,861,2026-01-29,2738.24
2464,511,2025-11-11,3063.88
2465,6,2026-01-20,1008.87
2466,559,2024-06-12,2131.64
2467,221,2025-05-07,1756.52
2468,481,2024-05-27,11853.74
2469,593,2026-05-25,7602.24
2470,25,2026-05-01,5491.7
2471,395,2025-07-20,1238.9
2472,50,2024-05-06,6463.03
2473,102,2025-10-02,1536.75
2474,191,2025-03-04,6523.82
2475,704,2026-02-06,2656.41
2476,372,2024-04-06,8696.54
2477,43,2025-01-31,633.3
2478,673,2024-12-18,6263.21
2479,490,2026-07-18,9304.89
2480,128,2024-10-17,2802.97
2481,507,2026-08-21,2608.94
2482,224,2026-06-17,3432.36
2483,573,2025-07-26,5440.38
2484,853,2024-06-19,1925.94
2485,285,2024-08-04,1627.24
2486,671,2024-01-17,13235.04
2487,22,2026-01-25,2483.33
2488,367,2025-12-08,3245.55
2489,801,2024-11-10,2198.65
2490,68,2025-12-13,5816.51
2491,837,2025-07-16,1754.6
2492,85,2026-03-07,3000.74
2493,434,2024-03-25,7960.71
2494,163,2024-07-12,7135.95
2495,19,2026-02-26,2436.15
2496,315,2024-12-26,3516.65
2497,523,2026-07-24,1315.41
2498,651,2026-05-08,3512.17
2499,285,2024-04-01,15139.08
2500,444,2025-01-28,6744.71
2501,165,2025-12-14,1303.26
2502,657,2024-05-12,512.37
2503,153,2026-04-19,1341.57
2504,775,2024-04-05,842.06
2505,162,2024-04-16,3024.24
2506,598,2025-06-13,8512.45
2507,298,2024-08-28,3059.05
2508,897,2025-09-15,1778.8
2509,253,2025-01-17,2491.79
2510,854,2024-09-20,5329.84
2511,753,2026-03-26,4011.43
2512,422,2024-06-04,1378.35
2513,446,2025-04-26,6777.07
2514,319,2024-06-13,1083.61
2515,385,2024-05-13,3763.91
2516,420,2024-07-19,2159.41
2517,132,2024-09-06,2813.89
2518,291,2025-02-05,1142.33
2519,789,2025-03-31,3553.55
2520,882,2024-05-15,996.81
2521,50,2024-02-08,2002.68
2522,660,2024-04-02,2650.62
2523,216,2025-09-07,1407.44
2524,589,2026-08-07,9727.66
2525,560,2024-01-25,1996.57
2526,791,2024-02-03,2477.02
2527,633,2026-01-31,3439.53
2528,742,2025-12-07,680.02
2529,722,2025-12-16,365.91
2530,583,2024-06-17,2654.3
2531,370,2026-04-23,470.55
2532,304,2025-08-31,4528.31
2533,313,2024-06-02,4717.25
2534,323,2024-04-22,4526.73
2535,260,2025-08-10,6361.01
2536,280,2026-01-29,2642.93
2537,512,2026-01-31,9946.4
2538,244,2025-07-26,4146.25
2539,314,2025-05-17,9333.1
2540,639,2025-11-09,6123.54
2541,296,2024-05-07,2733.33
2542,96,2024-12-21,4119.27
2543,16,2024-04-06,5296.43
2544,689,2026-03-28,330.83
2545,854,2025-08-13,693.66
2546,615,2026-01-27,11448.49
2547,55,2025-04-30,5253.3
2548,508,2026-06-25,7773.89
2549,244,2026-06-25,2609.16
2550,289,2025-08-23,9475.31
2551,830,2026-03-23,2764.88
2552,742,2025-10-05,5216.32
2553,662,2025-12-06,10524.11
2554,451,2024-08-28,5780.78
2555,521,2026-08-15,1095.69
2556,825,2024-06-28,2956.04
2557,595,2025-11-08,4268.37
2558,522,2025-08-14,5520.16
2559,88,2024-03-31,8619.78
2560,897,2026-01-25,5557.99
2561,728,2024-03-16,3086.22
2562,329,2025-05-11,2500.52
2563,226,2026-03-06,2634.58
2564,872,2024-05-02,2034.65
2565,861,2024-12-17,1935.45
2566,379,2025-05-10,7640.9
2567,209,2026-06-20,3754.67
2568,719,2025-01-07,2077.64
2569,563,2024-04-25,3355.77
2570,811,2024-05-08,2223.95
2571,491,2024-07-12,402.4
2572,497,2026-04-24,5616.1
2573,129,2026-01-23,8030.24
2574,543,2025-02-11,6942.93
2575,327,2026-04-06,6605.67
2576,185,2026-06-14,1008.97
2577,704,2026-04-25,9439.97
2578,312,2024-01-05,1844.8
2579,192,2024-04-06,818.87
2580,865,2025-12-08,140.68
2581,867,2025-01-07,4184.57
2582,446,2024-06-03,9622.84
2583,266,2025-09-22,8599.16
2584,146,2024-12-12,3461.49
2585,565,2026-06-14,7456.61
2586,550,2025-07-16,15532.72
2587,557,2024-08-21,2363.74
2588,691,2026-06-30,5053.82
2589,424,2025-08-08,9768.29
2590,615,2024-10-15,854.01
2591,590,2024-05-19,953.79
2592,717,2025-06-25,10987.83
2593,670,2025-12-29,7624.24
2594,33,2026-03-26,1671.78
2595,558,2024-05-04,1146.68
2596,878,2025-02-25,989.07
2597,504,2026-09-01,4068.45
2598,477,2025-10-06,1707.18
2599,546,2024-03-30,1746.02
2600,504,2026-06-13,994.63
2601,362,2025-10-30,3567.95
2602,895,2025-03-24,853.16
2603,64,2026-01-27,5701.42
2604,733,2025-09-24,8813.47
2605,144,2024-09-08,4228.84
2606,186,2026-02-15,7595.65
2607,547,2024-09-05,2954.22
2608,575,2024-08-11,1464.42
2609,835,2025-08-04,2387.57
2610,265,2024-01-19,508.41
2611,24,2025-09-06,1844.93
2612,230,2025-06-20,2820.73
2613,490,2025-12-03,3432.26
2614,322,2024-06-04,7784.73
2615,227,2025-07-19,10049.91
2616,823,2025-03-06,4079.85
2617,506,2024-06-19,1094.19
2618,605,2025-03-16,1080.92
2619,675,2026-06-20,1880.03
2620,369,2026-03-14,1561.57
2621,662,2024-06-11,4159.61
2622,868,2026-04-05,1165.21
2623,653,2025-07-05,10241.85
2624,268,2024-02-15,6834.17
2625,702,2026-06-16,8010.94
2626,213,2025-05-27,1790.21
2627,66,2026-06-09,1164.68
2628,400,2024-04-05,1683.68
2629,459,2024-06-12,3665.94
2630,423,2026-05-29,3321.61
2631,236,2024-08-20,9454.12
2632,246,2025-06-19,10815.31
2633,830,2025-08-09,3844.93
2634,263,2026-07-13,693.25
2635,705,2024-11-24,2544.92
2636,232,2026-01-04,20939.03
2637,97,2025-12-13,746.59
2638,57,2025-11-14,4307.37
2639,219,2025-05-24,1672.38
2640,758,2024-03-10,14344.13
2641,410,2024-09-16,4646.56
2642,626,2025-06-30,1690.39
2643,867,2025-02-04,2188.0
2644,44,2024-06-28,294.14
2645,99,2025-11-04,4251.08
2646,829,2025-03-25,4364.7
2647,512,2026-02-04,732.9
2648,557,2025-06-18,5639.64
2649,308,2024-12-26,10703.94
2650,745,2024-04-16,955.57
2651,582,2024-04-12,5534.25
2652,232,2025-05-09,5650.7
2653,584,2024-12-10,3863.7
2654,4,2025-12-01,4095.57
2655,217,2025-09-06,2105.6
2656,184,2024-10-04,275.17
2657,708,2026-01-10,4555.45
2658,662,2025-07-05,6750.57
2659,83,2026-05-07,1257.41
2660,816,2026-07-18,1710.02
2661,737,2026-07-26,1500.21
2662,392,2024-05-03,4845.58
2663,191,2025-05-31,4283.62
2664,379,2024-01-29,1351.56
2665,531,2026-05-08,3241.94
2666,568,2025-11-16,3342.09
2667,313,2024-09-12,4625.22
2668,92,2025-08-15,2343.13
2669,549,2025-06-29,8308.86
2670,635,2025-06-13,4677.58
2671,241,2025-06-09,8195.86
2672,576,2026-08-17,4576.39
2673,513,2026-01-19,4924.8
2674,452,2025-01-27,562.74
2675,8,2026-01-23,4277.85
2676,277,2024-05-17,3171.99
2677,338,2024-10-05,8874.33
2678,751,2024-04-24,7915.78
2679,744,2026-05-13,9601.37
2680,787,2024-01-24,1754.42
2681,417,2026-05-19,3391.56
2682,295,2026-03-22,10308.65
2683,450,2026-07-13,1706.4
2684,713,2026-01-16,8920.03
2685,560,2025-03-22,8173.41
2686,542,2026-03-02,3290.07
2687,391,2026-08-20,12330.87
2688,627,2026-05-20,8449.79
2689,781,2026-02-04,866.14
2690,602,2026-01-17,10935.38
2691,363,2025-09-28,3297.96
2692,756,2026-05-19,4838.24
2693,849,2025-02-25,4859.3
2694,717,2025-05-03,5884.3
2695,790,2026-04-01,10479.15
2696,239,2024-09-12,4783.0
2697,379,2026-01-15,3090.77
2698,225,2024-04-17,1304.11
2699,330,2025-07-24,2215.36
2700,661,2024-02-03,8005.86
2701,609,2026-08-30,9383.13
2702,3,2026-03-31,2475.4
2703,680,2024-08-31,6838.82
2704,173,2024-05-26,2029.39
2705,168,2025-09-17,389.39
2706,490,2026-05-29,704.8
2707,217,2024-11-09,8582.15
2708,867,2026-07-26,422.29
2709,132,2025-03-22,6375.03
2710,137,2025-03-06,4472.42
2711,685,2024-11-26,8994.33
2712,258,2024-09-20,4057.84
2713,643,2024-11-22,5396.27
2714,614,2024-06-17,4376.28
2715,171,2025-01-02,4887.54
2716,522,2024-10-09,3500.81
2717,484,2024-02-25,5482.22
2718,86,2024-12-19,2751.47
2719,688,2024-02-08,7574.42
2720,772,2024-06-25,3993.58
2721,853,2025-12-07,7129.98
2722,80,2024-01-25,1741.38
2723,161,2024-10-30,2529.17
2724,743,2025-10-29,726.86
2725,274,2024-01-21,4964.98
2726,563,2025-12-19,4775.95
2727,314,2024-03-20,2163.52
2728,196,2024-02-23,3659.54
2729,563,2024-07-09,1272.25
2730,185,2026-04-18,8171.13
2731,123,2024-02-17,7963.52
2732,478,2024-04-06,3503.21
2733,175,2026-07-11,2956.6
2734,174,2025-08-17,551.87
2735,703,2025-07-08,6968.91
2736,476,2024-02-09,1544.91
2737,488,2025-01-19,7443.01
2738,130,2025-07-15,698.17
2739,145,2025-06-03,1214.37
2740,352,2025-05-23,937.4
2741,350,2024-04-19,1472.06
2742,407,2026-08-22,18199.89
2743,122,2025-11-15,3138.86
2744,809,2024-08-23,6146.24
2745,327,2026-08-03,1151.26
2746,735,2024-10-20,1752.36
2747,361,2024-05-07,13382.42
2748,425,2026-05-20,3247.85
2749,101,2024-05-28,4146.93
2750,610,2024-02-29,5235.45
2751,54,2025-09-04,12134.57
2752,674,2024-09-14,8573.31
2753,794,2024-05-28,9945.05
2754,326,2024-04-09,5688.83
2755,799,2024-05-02,2732.06
2756,629,2026-07-25,4629.27
2757,3,2025-10-15,1058.33
2758,183,2026-04-01,296.63
2759,578,2025-08-26,4177.93
2760,632,2025-06-13,24.93
2761,85,2024-07-31,2103.62
2762,617,2026-08-01,1247.63
2763,730,2026-03-13,2714.23
2764,83,2025-05-30,2928.78
2765,792,2024-04-12,894.07
2766,480,2026-01-11,5440.41
2767,555,2024-11-20,9481.35
2768,46,2024-07-22,1055.46
2769,552,2025-12-21,971.51
2770,410,2026-03-27,3353.94
2771,335,2025-08-21,313.08
2772,703,2024-03-13,3427.57
2773,225,2025-08-08,8564.91
2774,54,2026-06-14,980.13
2775,450,2025-10-31,11541.43
2776,670,2024-09-15,2339.93
2777,121,2025-09-22,2684.55
2778,887,2024-08-30,1904.88
