CARD_ID,CUSTOMER_ID,CARD_TYPE,CREDIT_LIMIT,ISSUE_DATE,EXPIRY_DATE
552,119,Credit,300000,2023-08-17,2028-09-22
553,81,Prepaid,50000,2020-11-20,2027-05-10
554,227,Prepaid,300000,2024-01-11,2029-01-08
555,361,Debit,50000,2022-06-12,2028-06-03
556,40,Debit,300000,2019-02-07,2028-07-25
557,456,Debit,300000,2023-02-24,2028-05-03
558,277,Credit,300000,2018-05-24,2029-09-11
559,476,Credit,300000,2019-09-15,2027-01-09
560,279,Debit,100000,2024-03-22,2029-12-07
561,94,Credit,100000,2024-02-19,2026-10-29
562,13,Credit,200000,2018-04-29,2026-07-22
563,335,Debit,200000,2020-08-28,2029-04-23
564,324,Debit,100000,2018-08-29,2029-08-02
565,489,Debit,200000,2019-11-25,2026-05-16
566,527,Debit,200000,2024-10-10,2028-05-26
567,97,Debit,100000,2019-05-15,2028-01-20
568,189,Credit,300000,2022-06-29,2026-11-18
569,125,Debit,100000,2023-08-20,2028-02-01
570,65,Credit,100000,2024-03-03,2028-09-29
571,2,Credit,200000,2020-06-24,2028-04-19
572,50,Prepaid,50000,2022-11-18,2028-01-30
573,315,Credit,300000,2021-05-21,2029-07-18
574,92,Debit,300000,2018-10-02,2026-11-26
575,117,Debit,500000,2019-07-24,2028-07-01
576,71,Debit,100000,2023-03-29,2027-04-08
577,435,Prepaid,200000,2022-10-22,2029-11-24
578,382,Prepaid,200000,2021-08-25,2027-01-03
579,578,Debit,300000,2023-06-21,2029-06-27
580,67,Debit,300000,2022-11-04,2028-07-13
581,126,Credit,500000,2020-05-18,2026-11-10
582,274,Debit,500000,2020-01-22,2029-01-14
583,390,Prepaid,50000,2024-08-14,2026-12-19
584,79,Debit,100000,2024-10-21,2027-01-19
585,128,Debit,300000,2018-03-20,2027-05-20
586,253,Debit,200000,2023-07-16,2028-09-23
587,11,Debit,200000,2018-12-07,2027-07-27
588,238,Debit,50000,2024-01-13,2028-04-12
589,456,Credit,200000,2022-02-15,2028-03-19
590,316,Debit,300000,2022-10-26,2026-10-15
591,261,Credit,50000,2022-11-30,2026-12-06
592,293,Debit,200000,2022-03-28,2027-03-25
593,569,Debit,500000,2019-10-04,2026-11-22
594,313,Debit,200000,2023-08-27,2029-09-05
595,321,Debit,500000,2021-11-18,2027-07-12
596,559,Debit,100000,2021-10-26,2027-08-15
597,95,Debit,50000,2020-03-25,2028-09-09
598,58,Credit,300000,2018-01-26,2029-02-26
599,270,Credit,100000,2021-11-18,2028-10-03
600,192,Prepaid,50000,2020-06-01,2028-03-16
601,122,Debit,50000,2022-08-14,2029-11-28
602,72,Credit,500000,2020-07-21,2029-08-08
603,527,Credit,300000,2024-10-24,2026-10-23
604,369,Debit,100000,2022-10-08,2026-08-22
605,415,Debit,200000,2021-03-11,2027-07-29
606,71,Credit,100000,2022-12-17,2029-05-06
607,205,Credit,50000,2022-07-17,2029-11-11
608,373,Debit,500000,2022-05-07,2028-10-24
609,317,Debit,500000,2022-01-18,2028-10-05
610,417,Prepaid,100000,2024-07-11,2026-12-08
611,402,Debit,100000,2020-03-23,2028-05-15
612,249,Prepaid,500000,2021-01-10,2026-09-27
613,470,Credit,200000,2019-10-10,2028-02-28
614,156,Credit,100000,2021-12-27,2026-10-11
615,49,Credit,100000,2024-12-01,2026-04-21
616,549,Debit,200000,2022-04-06,2029-11-15
617,14,Credit,200000,2019-06-14,2029-07-30
618,171,Credit,50000,2024-06-15,2028-09-28
619,69,Credit,200000,2023-07-15,2028-07-03
620,140,Debit,200000,2021-01-30,2026-12-17
621,237,Debit,100000,2019-01-10,2028-04-15
622,78,Debit,100000,2020-10-27,2028-12-29
623,281,Debit,200000,2023-08-20,2028-02-28
624,557,Credit,100000,2022-01-16,2027-02-17
625,82,Credit,500000,2019-04-21,2027-07-27
626,556,Credit,200000,2019-02-10,2029-05-14
627,247,Credit,200000,2024-10-09,2027-01-08
628,356,Debit,100000,2021-02-18,2029-11-06
629,265,Debit,500000,2022-10-21,2029-01-09
630,190,Debit,50000,2020-07-11,2029-07-25
631,66,Debit,200000,2018-08-19,2028-01-15
632,357,Debit,50000,2020-11-19,2026-11-24
633,550,Debit,300000,2022-11-09,2026-02-19
634,313,Debit,100000,2020-05-02,2028-02-22
635,360,Credit,100000,2022-03-25,2027-08-07
636,387,Debit,50000,2021-01-25,2026-06-16
637,234,Debit,300000,2020-05-13,2029-09-19
638,73,Debit,100000,2019-10-15,2029-11-19
639,305,Credit,100000,2019-10-29,2027-07-01
640,522,Credit,500000,2019-10-17,2028-09-03
641,189,Debit,50000,2023-01-13,2027-08-28
642,523,Debit,200000,2020-05-12,2027-12-28
643,513,Prepaid,50000,2023-03-12,2028-07-01
644,147,Credit,50000,2020-03-06,2027-09-01
645,346,Credit,50000,2020-04-16,2029-03-18
646,449,Credit,50000,2024-06-22,2026-10-04
647,297,Credit,500000,2024-02-20,2028-09-04
648,420,Credit,200000,2020-10-22,2029-12-08
649,547,Debit,500000,2019-11-19,2029-05-27
650,377,Credit,100000,2023-01-05,2026-03-08
651,503,Debit,300000,2018-06-28,2026-06-16
652,481,Credit,50000,2021-03-13,2028-07-08
653,488,Debit,50000,2022-03-15,2029-09-13
654,512,Debit,50000,2022-09-25,2029-05-18
655,136,Prepaid,500000,2018-10-01,2029-08-14
656,12,Credit,300000,2018-01-08,2026-08-07
657,92,Debit,300000,2019-12-09,2028-01-29
658,150,Prepaid,500000,2018-11-02,2028-11-27
659,415,Debit,100000,2021-07-21,2028-07-02
660,306,Debit,300000,2024-06-10,2029-02-10
661,282,Credit,200000,2020-01-03,2026-11-08
662,6,Debit,200000,2021-03-06,2027-10-31
663,411,Debit,300000,2019-07-04,2027-10-17
664,219,Credit,200000,2018-04-23,2029-10-06
665,457,Debit,50000,2022-12-04,2026-10-24
666,68,Debit,50000,2019-10-18,2027-04-23
667,178,Debit,200000,2021-10-31,2026-02-02
668,33,Credit,200000,2022-10-14,2026-08-10
669,171,Debit,300000,2023-11-19,2029-12-05
670,555,Debit,200000,2019-04-20,2029-05-24
671,295,Credit,50000,2022-01-26,2027-01-14
672,264,Debit,100000,2024-05-18,2028-10-23
673,165,Debit,200000,2021-05-21,2028-05-17
674,159,Credit,500000,2018-04-14,2029-08-18
675,401,Credit,200000,2019-10-31,2027-03-15
676,592,Debit,300000,2023-07-26,2029-12-24
677,449,Credit,300000,2023-07-20,2027-06-26
678,443,Credit,100000,2020-03-15,2028-11-14
679,284,Debit,500000,2019-05-19,2027-08-05
680,60,Credit,300000,2020-01-17,2028-09-08
681,435,Credit,500000,2019-09-12,2027-05-05
682,486,Credit,300000,2023-03-11,2029-05-17
683,307,Credit,300000,2023-11-23,2028-07-20
684,55,Credit,50000,2018-04-30,2027-02-27
685,428,Prepaid,200000,2023-03-11,2029-11-05
686,553,Credit,50000,2023-04-09,2028-11-02
687,135,Credit,300000,2022-04-17,2027-09-19
688,96,Credit,300000,2024-02-07,2026-07-18
689,444,Credit,200000,2018-04-10,2029-11-24
690,200,Prepaid,100000,2022-11-25,2029-01-08
691,430,Debit,50000,2018-11-22,2028-09-03
692,422,Debit,300000,2024-04-13,2029-05-03
693,160,Credit,300000,2021-07-02,2028-06-06
694,26,Debit,200000,2018-08-21,2026-12-06
695,334,Credit,300000,2023-03-25,2026-12-13
696,245,Credit,300000,2023-04-01,2026-04-26
697,514,Prepaid,200000,2021-04-02,2026-04-02
698,215,Debit,50000,2020-03-05,2028-12-01
699,150,Credit,500000,2018-02-14,2029-05-30
700,517,Debit,200000,2024-05-11,2026-08-28
