CARD_TXN_ID,CARD_ID,TXN_DATE,AMOUNT,MERCHANT_CATEGORY,IS_FRAUD
2882,695,2024-07-21,3776.17,Electronics,0
2883,532,2025-10-20,4519.73,Dining,0
2884,103,2024-12-23,2183.29,Fuel,0
2885,591,2024-12-08,1067.23,Entertainment,0
2886,195,2026-06-09,2025.47,Electronics,0
2887,65,2024-01-26,9673.67,Dining,0
2888,451,2025-12-31,3411.59,Electronics,0
2889,86,2024-05-12,2395.59,Entertainment,0
2890,399,2026-02-20,686.26,Online Retail,0
2891,14,2025-12-11,5843.09,Healthcare,0
2892,519,2025-08-26,3738.95,Fuel,0
2893,88,2025-09-24,1473.86,Entertainment,0
2894,470,2024-01-19,1196.98,Entertainment,0
2895,577,2024-12-15,548.29,Entertainment,0
2896,69,2025-12-11,3886.16,Electronics,0
2897,27,2025-07-31,162.33,Healthcare,0
2898,615,2024-07-11,4020.73,Travel,0
2899,326,2026-01-06,188.3,Travel,0
2900,354,2024-10-14,1860.04,Grocery,0
2901,173,2025-09-19,6001.48,Healthcare,0
2902,333,2025-09-11,106.09,Entertainment,0
2903,583,2024-08-21,7205.22,Travel,0
2904,591,2024-02-17,1163.02,Healthcare,0
2905,563,2026-07-16,1999.26,Healthcare,0
2906,203,2026-01-06,1166.45,Fuel,0
2907,537,2024-01-24,1332.02,Dining,0
2908,315,2024-07-08,795.7,Online Retail,0
2909,265,2025-06-26,5531.62,Grocery,0
2910,229,2026-05-12,4360.67,Dining,0
2911,648,2024-08-05,695.89,Entertainment,0
2912,122,2025-05-28,3457.26,Travel,0
2913,628,2025-11-20,2800.23,Online Retail,0
2914,639,2026-05-05,1554.59,Grocery,0
2915,456,2025-07-01,3660.61,Online Retail,0
2916,19,2025-02-11,1931.2,Travel,0
2917,429,2024-07-09,4946.74,Entertainment,0
2918,81,2025-06-19,837.9,Online Retail,0
2919,236,2025-05-08,4520.8,Entertainment,0
2920,53,2026-05-15,158.72,Grocery,0
2921,516,2025-05-21,2584.49,Healthcare,0
2922,339,2026-01-21,2269.72,Travel,0
2923,657,2025-02-13,888.52,Fuel,0
2924,479,2025-05-02,3759.06,Electronics,0
2925,222,2024-02-11,4068.61,Electronics,0
2926,543,2025-04-27,1141.71,Healthcare,0
2927,201,2024-07-20,1552.6,Online Retail,0
2928,189,2024-11-12,3163.3,Fuel,0
2929,185,2026-08-02,247.8,Fuel,0
2930,498,2025-10-23,1210.42,Fuel,0
2931,689,2024-07-02,1317.08,Fuel,0
2932,598,2025-06-27,1682.4,Healthcare,0
2933,379,2025-03-23,4689.23,Online Retail,0
2934,8,2026-01-04,4432.7,Entertainment,0
2935,678,2024-10-13,795.69,Healthcare,0
2936,269,2025-09-18,2473.67,Electronics,0
2937,433,2026-01-07,3019.68,Travel,0
2938,297,2025-12-03,3568.95,Fuel,0
2939,206,2025-07-17,505.59,Travel,1
2940,213,2024-01-19,10778.89,Online Retail,0
2941,411,2025-11-28,988.28,Electronics,0
2942,301,2026-07-26,2098.28,Dining,0
2943,109,2025-09-13,3096.77,Healthcare,0
2944,265,2025-07-28,2021.18,Fuel,0
2945,314,2025-05-06,2176.19,Dining,0
2946,438,2024-03-26,2964.99,Entertainment,0
2947,311,2026-07-25,900.42,Fuel,0
2948,137,2024-12-30,922.61,Healthcare,0
2949,404,2025-11-16,990.53,Fuel,0
2950,586,2025-06-17,3353.26,Online Retail,0
2951,272,2025-11-02,4121.53,Healthcare,0
2952,444,2024-03-20,783.47,Electronics,0
2953,319,2025-11-04,893.41,Fuel,0
2954,209,2025-06-23,3738.34,Travel,0
2955,614,2025-03-31,4702.39,Entertainment,0
2956,675,2025-12-29,5228.32,Dining,0
2957,127,2025-09-18,1039.15,Fuel,0
2958,436,2026-01-07,3429.92,Grocery,0
2959,646,2025-08-12,8687.89,Fuel,0
2960,377,2026-02-03,1331.86,Dining,0
2961,377,2026-05-16,4372.1,Grocery,0
2962,672,2026-03-04,2588.4,Grocery,0
2963,441,2026-08-12,12219.95,Dining,0
2964,595,2025-06-09,2946.47,Healthcare,1
2965,73,2025-04-15,7033.9,Travel,0
2966,413,2024-03-09,714.44,Healthcare,1
2967,102,2025-08-08,4482.59,Fuel,0
2968,143,2025-10-27,1396.2,Fuel,0
2969,513,2024-10-10,185.92,Travel,0
2970,609,2024-02-09,1346.52,Healthcare,0
2971,631,2026-04-04,791.14,Travel,0
2972,536,2024-05-03,5713.04,Online Retail,0
2973,364,2025-11-23,12375.18,Entertainment,0
2974,304,2026-08-08,1472.17,Fuel,0
2975,118,2026-06-19,1359.85,Travel,0
2976,551,2024-07-31,103.48,Dining,0
2977,558,2025-08-12,5279.78,Healthcare,0
2978,90,2026-07-06,8013.31,Fuel,0
2979,643,2025-11-21,3802.86,Healthcare,0
2980,231,2024-10-07,1294.21,Entertainment,0
2981,470,2024-04-02,3079.75,Travel,0
2982,90,2025-05-19,5122.3,Electronics,0
2983,129,2025-08-14,2014.73,Dining,0
2984,424,2024-07-02,4128.32,Electronics,0
2985,289,2025-01-02,1557.92,Online Retail,0
2986,19,2025-02-12,415.81,Fuel,0
2987,658,2025-05-10,4905.98,Dining,0
2988,621,2024-02-22,2711.73,Healthcare,0
2989,135,2024-11-14,3106.34,Grocery,0
2990,455,2026-03-31,5530.67,Grocery,0
2991,120,2024-10-07,827.78,Fuel,0
2992,503,2026-02-20,1366.08,Electronics,0
2993,492,2026-03-11,7896.91,Fuel,0
2994,523,2026-04-23,2968.84,Electronics,0
2995,381,2025-06-27,5113.85,Travel,0
2996,17,2024-12-18,2425.4,Fuel,0
2997,144,2024-09-03,4039.78,Grocery,0
2998,694,2025-06-05,4189.94,Travel,0
2999,432,2026-01-17,1142.89,Dining,0
3000,240,2026-03-17,3072.19,Healthcare,0
3001,656,2024-03-13,269.76,Entertainment,0
3002,302,2026-06-24,385.45,Grocery,0
3003,599,2024-10-12,1451.03,Entertainment,0
3004,564,2024-09-04,6997.69,Entertainment,0
3005,5,2024-11-23,1174.6,Healthcare,0
3006,652,2024-12-22,567.17,Online Retail,0
3007,614,2024-06-22,3261.64,Travel,0
3008,695,2024-11-12,4093.64,Grocery,0
3009,439,2026-04-01,1571.79,Electronics,0
3010,489,2024-01-26,4146.67,Entertainment,0
3011,187,2025-10-19,5050.89,Entertainment,0
3012,107,2026-05-05,1523.4,Online Retail,0
3013,66,2025-10-15,479.05,Healthcare,0
3014,124,2025-04-07,1326.47,Fuel,0
3015,680,2025-07-31,1876.31,Electronics,0
3016,193,2025-06-09,2464.64,Online Retail,0
3017,21,2025-01-03,5160.55,Dining,0
3018,481,2026-04-05,1948.54,Fuel,0
3019,130,2025-10-04,956.41,Fuel,0
3020,358,2024-02-24,1281.65,Healthcare,0
3021,470,2025-12-18,2876.19,Fuel,0
3022,402,2024-08-25,3139.74,Healthcare,0
3023,531,2025-06-09,9133.21,Online Retail,0
3024,13,2024-06-14,1850.15,Electronics,0
3025,187,2025-04-03,964.78,Entertainment,0
3026,285,2024-05-21,81.81,Electronics,0
3027,516,2024-08-05,197.43,Electronics,0
3028,380,2026-04-26,3709.41,Healthcare,0
3029,536,2024-03-22,1208.6,Entertainment,0
3030,520,2024-10-25,6414.68,Electronics,0
3031,562,2024-02-10,139.89,Travel,0
3032,426,2024-07-02,1413.8,Electronics,0
3033,528,2025-11-27,4955.49,Fuel,0
3034,476,2025-06-21,7119.54,Dining,0
3035,23,2024-12-05,3997.71,Fuel,0
3036,197,2024-03-28,5424.21,Travel,0
3037,625,2025-11-21,906.74,Online Retail,0
3038,65,2024-09-06,1709.64,Travel,0
3039,394,2025-05-10,7488.4,Travel,0
3040,537,2024-05-04,813.57,Dining,0
3041,302,2025-03-11,2379.7,Grocery,0
3042,126,2026-05-01,4360.06,Dining,0
3043,18,2025-09-05,6712.89,Healthcare,0
3044,463,2025-04-08,2103.06,Travel,0
3045,414,2024-06-27,1627.33,Electronics,0
3046,484,2024-09-15,3441.65,Online Retail,0
3047,114,2026-08-13,9627.06,Electronics,0
3048,328,2026-07-02,3409.66,Online Retail,0
3049,384,2024-11-17,3554.69,Grocery,0
3050,587,2025-09-18,2095.78,Electronics,0
3051,133,2026-01-19,887.98,Fuel,0
3052,487,2025-02-04,1668.54,Entertainment,0
3053,482,2024-08-29,2057.29,Fuel,0
3054,416,2024-11-22,1641.8,Electronics,0
3055,63,2025-04-01,2306.59,Fuel,0
3056,83,2024-12-17,3684.14,Grocery,0
3057,421,2025-05-01,1226.27,Grocery,0
3058,436,2024-05-29,5209.98,Electronics,0
3059,451,2024-10-25,3445.18,Healthcare,0
3060,542,2024-06-22,2534.87,Entertainment,0
3061,277,2024-12-05,1918.44,Grocery,0
3062,208,2024-09-30,818.65,Travel,0
3063,643,2025-02-28,3731.99,Entertainment,0
3064,485,2026-09-01,13224.21,Dining,0
3065,369,2026-03-26,6911.44,Travel,0
3066,391,2025-08-25,4190.17,Dining,0
3067,526,2025-05-02,7640.24,Fuel,0
3068,218,2024-11-20,1344.54,Electronics,0
3069,312,2024-03-27,1051.93,Online Retail,0
3070,31,2025-08-26,2309.99,Travel,0
3071,555,2024-07-30,2458.0,Fuel,0
3072,351,2024-02-07,6347.17,Online Retail,0
3073,629,2026-08-19,5087.31,Healthcare,0
3074,208,2024-07-22,125.87,Online Retail,0
3075,290,2024-03-28,5197.78,Healthcare,0
3076,39,2025-08-01,1949.35,Grocery,0
3077,678,2025-09-23,3253.61,Fuel,0
3078,240,2024-09-24,2180.91,Travel,1
3079,108,2024-07-24,1202.72,Grocery,0
3080,429,2024-05-16,3224.05,Online Retail,0
3081,593,2025-02-25,1105.88,Online Retail,0
3082,78,2025-01-30,1991.25,Entertainment,0
3083,369,2024-12-14,901.45,Healthcare,0
3084,332,2026-06-20,577.17,Dining,0
3085,97,2026-08-10,12694.56,Healthcare,0
3086,194,2026-05-02,1429.76,Travel,0
3087,438,2025-06-21,1993.63,Fuel,0
3088,693,2026-07-27,6818.46,Grocery,0
3089,92,2024-08-31,2708.38,Travel,0
3090,442,2025-12-24,853.37,Fuel,1
3091,622,2025-08-11,864.41,Travel,0
3092,530,2025-08-22,780.78,Travel,0
3093,572,2024-03-10,93.45,Travel,0
3094,642,2024-05-20,657.2,Fuel,0
3095,459,2026-06-22,1477.4,Online Retail,0
3096,27,2024-09-18,1468.76,Electronics,0
3097,164,2024-12-01,1304.18,Online Retail,0
3098,290,2025-10-30,3792.41,Healthcare,0
3099,674,2026-05-11,2982.91,Fuel,0
3100,147,2025-01-21,1040.12,Electronics,0
3101,598,2026-02-27,1377.26,Healthcare,0
3102,445,2025-08-21,15672.51,Travel,0
3103,501,2024-07-01,3099.27,Dining,0
3104,74,2025-06-29,4.69,Electronics,0
3105,256,2026-07-27,860.6,Fuel,0
3106,325,2026-08-17,1312.82,Entertainment,0
3107,339,2026-08-24,12447.95,Healthcare,0
3108,615,2024-03-12,1415.11,Travel,0
3109,237,2026-02-24,1534.57,Fuel,0
3110,609,2025-04-08,209.18,Travel,0
3111,595,2025-03-16,2427.55,Travel,0
3112,450,2025-02-16,4698.16,Electronics,0
3113,217,2025-10-17,2261.83,Dining,0
3114,70,2025-05-05,1401.26,Travel,0
3115,167,2024-03-19,1890.58,Travel,0
3116,425,2025-01-18,4511.51,Electronics,0
3117,151,2026-06-17,1713.41,Electronics,0
3118,632,2024-05-11,1750.43,Grocery,0
3119,281,2024-08-04,3444.29,Fuel,0
3120,198,2024-04-17,1137.88,Grocery,0
3121,437,2025-11-29,771.53,Grocery,0
3122,110,2026-02-28,229.04,Entertainment,0
3123,583,2026-02-20,2008.7,Travel,0
3124,385,2024-03-09,1099.53,Grocery,0
3125,648,2026-08-03,5204.01,Online Retail,0
3126,599,2026-05-19,1749.79,Fuel,0
3127,57,2026-03-14,4673.24,Electronics,0
3128,629,2026-04-21,3929.32,Travel,0
3129,34,2026-03-08,182.04,Entertainment,0
3130,556,2024-02-05,517.95,Dining,0
3131,254,2025-11-18,10206.77,Online Retail,0
3132,242,2026-06-07,1159.28,Healthcare,0
3133,568,2025-07-16,3202.2,Online Retail,0
3134,193,2026-06-06,1982.65,Grocery,0
3135,636,2024-02-10,193.09,Fuel,0
3136,29,2025-08-06,858.79,Online Retail,0
3137,118,2026-08-06,657.68,Healthcare,0
3138,251,2025-07-02,4348.59,Entertainment,0
3139,201,2025-03-13,851.83,Online Retail,0
3140,610,2024-10-06,3526.2,Travel,0
3141,632,2026-02-15,411.13,Healthcare,0
3142,295,2026-07-10,23.19,Travel,0
3143,404,2025-01-02,2482.72,Travel,0
3144,238,2025-04-28,3342.08,Online Retail,0
3145,286,2025-03-20,1472.99,Dining,0
3146,236,2025-09-09,2370.31,Dining,0
3147,171,2025-03-26,301.55,Fuel,0
3148,487,2025-12-11,1598.49,Travel,0
3149,80,2026-08-23,5207.02,Travel,0
3150,204,2024-10-26,10488.03,Dining,0
3151,76,2024-07-25,2074.65,Travel,0
3152,317,2025-06-25,3058.47,Fuel,0
3153,472,2025-05-04,5350.08,Grocery,0
3154,363,2025-02-18,2566.82,Healthcare,0
3155,505,2024-05-30,3248.74,Travel,0
3156,403,2024-04-20,7961.93,Entertainment,0
3157,256,2025-04-26,3106.76,Dining,0
3158,639,2025-12-05,1528.46,Fuel,0
3159,425,2025-06-16,7841.57,Healthcare,0
3160,27,2026-01-28,2830.86,Healthcare,0
3161,110,2024-05-13,477.25,Online Retail,0
3162,471,2026-07-11,1729.35,Travel,0
3163,15,2025-11-11,11496.46,Travel,0
3164,121,2025-10-10,5707.72,Online Retail,0
3165,70,2026-03-18,1193.5,Online Retail,0
3166,567,2026-07-08,6347.58,Fuel,0
3167,75,2026-03-06,1708.54,Electronics,0
3168,142,2025-04-14,889.09,Fuel,0
3169,690,2025-12-11,5307.87,Travel,0
3170,85,2025-02-14,509.52,Fuel,0
3171,166,2024-05-17,914.37,Travel,0
3172,570,2026-08-18,2519.1,Online Retail,0
3173,94,2025-08-28,2964.3,Grocery,0
3174,161,2026-02-07,4617.16,Fuel,1
3175,557,2025-11-11,680.87,Healthcare,0
3176,1,2024-11-27,2565.46,Grocery,0
3177,257,2026-01-10,56.78,Dining,0
3178,180,2024-11-14,93.79,Entertainment,0
3179,145,2025-11-22,971.24,Travel,0
3180,275,2026-03-09,4612.72,Fuel,0
3181,155,2025-09-05,3649.54,Online Retail,0
3182,542,2025-04-08,1700.44,Fuel,0
3183,98,2025-12-10,164.84,Fuel,0
3184,280,2024-03-10,2931.65,Electronics,0
3185,56,2026-04-11,18299.47,Entertainment,0
3186,74,2025-05-03,2189.44,Online Retail,0
3187,477,2025-07-09,512.87,Online Retail,0
3188,317,2024-07-16,2019.5,Grocery,0
3189,308,2024-05-21,231.22,Entertainment,0
3190,190,2024-12-20,1179.02,Healthcare,0
3191,104,2026-03-06,4292.97,Online Retail,0
3192,615,2024-01-14,7384.2,Electronics,0
3193,555,2025-10-06,1574.43,Healthcare,1
3194,324,2026-08-23,384.8,Travel,0
3195,14,2025-10-31,1476.29,Dining,0
3196,629,2024-10-14,3570.34,Dining,0
3197,302,2024-10-13,839.31,Grocery,0
3198,133,2024-11-21,1565.27,Electronics,0
3199,90,2024-05-25,2870.64,Dining,0
3200,698,2025-08-06,2475.7,Fuel,0
3201,20,2026-01-31,1108.29,Fuel,0
3202,260,2025-05-18,440.57,Dining,0
3203,386,2024-02-18,585.53,Travel,0
3204,206,2026-04-23,3750.68,Healthcare,0
3205,109,2025-01-27,5948.11,Electronics,0
3206,452,2025-05-12,1145.13,Electronics,0
3207,48,2025-05-11,6787.17,Travel,0
3208,683,2025-09-10,2499.67,Travel,0
3209,336,2024-01-17,5374.44,Dining,0
3210,515,2024-08-25,3706.52,Electronics,0
3211,591,2025-08-05,5591.42,Fuel,0
3212,553,2025-01-13,5251.24,Fuel,0
3213,340,2024-04-26,4236.62,Travel,0
3214,54,2026-06-14,875.37,Entertainment,0
3215,56,2024-08-23,1364.75,Grocery,0
3216,250,2024-08-04,1937.96,Travel,0
3217,214,2026-08-26,13846.34,Travel,0
3218,621,2024-08-11,2735.16,Travel,0
3219,313,2025-06-30,5218.64,Electronics,0
3220,699,2025-05-19,6060.63,Healthcare,0
3221,197,2026-08-02,4041.2,Fuel,0
3222,677,2026-07-19,2025.17,Healthcare,0
3223,237,2025-04-25,4482.37,Dining,0
3224,700,2024-02-13,5169.23,Fuel,0
3225,351,2026-02-22,3064.28,Fuel,0
3226,14,2025-09-16,1247.77,Online Retail,0
3227,660,2024-02-07,3990.33,Travel,0
3228,144,2024-05-17,45.33,Fuel,0
3229,564,2024-10-10,1596.75,Fuel,0
3230,574,2026-04-06,2799.19,Grocery,0
3231,144,2024-10-03,3163.6,Grocery,0
3232,399,2026-05-14,6585.74,Entertainment,0
3233,550,2024-03-09,15033.59,Fuel,0
3234,663,2025-05-13,8783.36,Fuel,0
3235,277,2026-07-17,1534.73,Grocery,0
3236,288,2025-09-25,575.26,Entertainment,0
3237,572,2025-05-07,9064.44,Healthcare,0
3238,344,2025-01-13,9486.82,Travel,0
3239,432,2025-08-01,122.26,Entertainment,0
3240,82,2024-09-04,6292.47,Online Retail,0
3241,476,2025-05-22,6158.33,Fuel,0
3242,234,2024-02-24,3268.96,Grocery,0
3243,254,2024-08-30,3235.0,Grocery,0
3244,631,2025-12-13,1579.13,Travel,0
3245,500,2026-06-20,11463.12,Travel,0
3246,391,2025-02-19,1400.18,Online Retail,0
3247,396,2025-10-14,61.13,Grocery,0
3248,600,2025-03-19,3347.13,Electronics,0
3249,434,2024-04-30,1513.33,Grocery,0
3250,147,2026-07-25,787.27,Fuel,0
3251,383,2025-03-26,5347.79,Online Retail,0
3252,439,2024-04-20,1228.13,Healthcare,0
3253,40,2024-01-02,4745.26,Online Retail,0
3254,94,2024-07-17,5321.11,Grocery,0
3255,332,2025-10-19,763.63,Fuel,0
3256,403,2024-11-16,969.29,Electronics,0
3257,36,2025-05-25,9773.45,Electronics,0
3258,318,2024-06-09,1254.86,Electronics,0
3259,118,2026-05-31,1074.43,Electronics,0
3260,467,2026-08-05,177.22,Entertainment,0
3261,333,2026-07-12,1252.29,Travel,0
3262,66,2025-08-30,6326.94,Travel,0
3263,285,2024-04-05,9244.55,Dining,0
3264,652,2024-04-26,105.77,Electronics,0
3265,34,2024-03-28,2555.22,Electronics,0
3266,284,2025-04-28,2974.11,Healthcare,0
3267,97,2026-05-26,7176.78,Entertainment,0
3268,632,2026-02-15,3157.85,Healthcare,0
3269,326,2025-05-14,662.51,Grocery,0
3270,439,2025-12-31,477.31,Fuel,0
3271,678,2025-04-02,3289.44,Dining,0
3272,36,2025-08-30,8670.36,Healthcare,0
3273,341,2025-07-10,7742.98,Entertainment,0
3274,48,2025-08-11,3656.11,Travel,0
3275,541,2025-03-30,1252.2,Entertainment,0
3276,411,2025-12-24,1548.27,Travel,0
3277,311,2025-08-21,1837.69,Travel,0
3278,204,2024-09-22,764.72,Fuel,0
3279,135,2026-07-14,393.51,Online Retail,0
3280,640,2025-04-25,3257.57,Entertainment,0
3281,15,2025-08-13,2840.11,Healthcare,0
3282,91,2025-05-31,528.77,Entertainment,0
3283,263,2024-11-08,6455.54,Electronics,0
3284,275,2024-03-19,3788.17,Entertainment,0
3285,644,2024-07-27,6177.36,Fuel,0
3286,218,2026-07-22,7005.41,Healthcare,0
3287,228,2026-07-30,381.98,Entertainment,1
3288,164,2024-06-07,6950.07,Dining,0
3289,258,2025-07-18,4339.4,Entertainment,0
3290,189,2024-09-07,3716.84,Grocery,0
3291,485,2025-07-06,1755.13,Entertainment,0
3292,559,2025-09-30,6611.87,Entertainment,0
3293,516,2024-02-02,7502.98,Fuel,0
3294,563,2026-07-15,3456.39,Fuel,0
3295,426,2026-06-14,3731.75,Fuel,0
3296,482,2026-07-17,12508.49,Healthcare,0
3297,237,2025-04-02,8218.76,Electronics,0
3298,698,2025-11-30,2428.1,Dining,0
3299,662,2026-09-01,8822.26,Healthcare,0
3300,41,2024-07-05,806.96,Healthcare,0
3301,247,2024-06-12,3366.81,Healthcare,0
3302,486,2026-02-21,3298.48,Dining,0
3303,205,2024-11-14,4072.06,Dining,0
3304,359,2024-06-25,1854.65,Fuel,0
3305,591,2024-07-23,1318.13,Healthcare,0
3306,620,2025-11-01,4062.58,Online Retail,0
3307,655,2025-01-04,4536.19,Electronics,0
3308,455,2024-10-26,2171.85,Grocery,0
3309,670,2026-08-10,3876.65,Healthcare,0
3310,455,2026-08-11,10112.9,Grocery,0
3311,374,2025-02-08,2614.87,Online Retail,0
3312,141,2024-08-12,3506.59,Online Retail,0
3313,609,2026-03-17,494.17,Grocery,0
3314,181,2026-01-02,3165.25,Dining,0
3315,129,2026-01-06,5615.54,Travel,0
3316,536,2024-07-29,2068.2,Grocery,0
3317,623,2024-10-17,5052.24,Online Retail,0
3318,684,2024-03-19,5186.59,Travel,0
3319,531,2025-07-19,7062.88,Online Retail,0
3320,673,2024-02-14,11418.27,Online Retail,0
3321,280,2026-04-10,8864.61,Travel,0
3322,75,2024-11-03,30.06,Dining,0
3323,172,2025-08-19,1261.68,Electronics,0
3324,112,2024-06-07,772.7,Grocery,0
3325,532,2024-09-15,4380.65,Electronics,0
3326,297,2024-09-20,2093.62,Grocery,0
3327,302,2026-04-21,934.82,Entertainment,0
3328,646,2026-08-12,1301.23,Electronics,0
3329,686,2025-06-26,1514.45,Dining,0
3330,102,2024-04-11,5029.76,Fuel,0
3331,599,2026-08-13,232.34,Dining,0
3332,448,2024-10-09,941.13,Entertainment,0
3333,554,2025-10-01,4964.52,Electronics,0
3334,665,2024-08-10,6516.88,Healthcare,0
3335,234,2025-03-13,3819.9,Dining,0
3336,566,2024-02-05,4390.97,Online Retail,0
3337,499,2025-03-01,2979.67,Entertainment,0
3338,462,2025-10-19,3769.28,Grocery,0
3339,530,2026-05-08,117.45,Fuel,0
3340,538,2026-07-15,3636.14,Dining,0
3341,287,2026-08-14,837.42,Online Retail,0
3342,649,2026-08-02,4428.4,Online Retail,0
3343,67,2025-02-04,1902.71,Entertainment,0
3344,131,2024-09-12,8037.73,Dining,0
3345,515,2024-06-07,3118.46,Entertainment,0
3346,323,2024-06-09,738.06,Entertainment,0
3347,207,2024-02-08,432.05,Entertainment,0
3348,357,2025-11-22,859.21,Travel,0
3349,93,2024-11-10,2332.42,Entertainment,0
3350,2,2025-05-10,7570.48,Electronics,0
3351,30,2024-11-29,1453.29,Fuel,1
3352,625,2025-06-09,3502.8,Grocery,0
3353,230,2025-02-19,380.73,Healthcare,0
3354,634,2025-07-24,4313.05,Dining,0
3355,357,2024-05-21,2009.64,Healthcare,0
3356,213,2026-05-31,3455.75,Online Retail,0
3357,27,2025-04-25,8625.65,Entertainment,0
3358,76,2025-11-10,2656.52,Electronics,0
3359,395,2026-07-08,467.52,Entertainment,0
3360,432,2024-03-28,2869.7,Electronics,0
3361,627,2024-08-14,2767.65,Fuel,0
3362,136,2025-06-12,5058.37,Grocery,0
3363,419,2025-10-29,2619.68,Grocery,0
3364,60,2025-04-07,8314.17,Dining,0
3365,368,2024-02-07,5267.44,Entertainment,0
3366,124,2025-11-05,2683.48,Dining,0
3367,163,2025-09-19,2364.62,Fuel,0
3368,291,2024-01-16,626.32,Dining,1
3369,308,2026-07-03,1630.19,Entertainment,0
3370,82,2026-05-17,246.34,Travel,0
3371,421,2024-10-02,2063.92,Dining,0
3372,281,2025-08-18,155.54,Travel,0
3373,606,2026-03-06,2749.66,Online Retail,0
3374,427,2025-03-13,548.21,Fuel,0
3375,618,2024-03-21,3561.15,Entertainment,0
3376,13,2025-01-29,2528.79,Grocery,0
3377,317,2024-12-15,1309.59,Electronics,0
3378,589,2026-03-04,349.34,Travel,0
3379,129,2024-01-07,2313.89,Travel,0
3380,156,2026-07-14,2129.82,Fuel,0
3381,496,2024-12-12,10941.43,Entertainment,0
3382,13,2025-01-10,1535.64,Entertainment,0
3383,666,2024-10-29,4753.18,Dining,0
3384,660,2024-01-23,1041.67,Fuel,0
3385,671,2025-11-06,697.32,Online Retail,0
3386,546,2025-12-23,3870.95,Fuel,0
3387,697,2024-10-14,1431.77,Fuel,0
3388,682,2024-05-01,2249.04,Entertainment,0
3389,177,2026-03-13,28.84,Dining,0
3390,108,2025-11-05,1105.97,Fuel,0
3391,586,2024-10-11,1295.06,Travel,0
3392,319,2025-10-14,594.96,Dining,0
3393,37,2024-08-05,1611.31,Entertainment,0
3394,313,2025-09-11,195.65,Electronics,0
3395,11,2025-04-27,2749.8,Online Retail,0
3396,405,2024-07-04,1617.99,Grocery,0
3397,472,2025-10-02,1492.79,Entertainment,0
3398,35,2024-06-25,3903.96,Grocery,0
3399,84,2026-05-16,631.38,Healthcare,0
3400,634,2024-04-09,8585.98,Entertainment,0
3401,272,2026-03-04,604.46,Grocery,0
3402,36,2024-10-07,5365.65,Entertainment,0
3403,9,2025-05-26,7526.48,Healthcare,0
3404,280,2026-04-11,99.88,Travel,0
3405,61,2026-08-11,954.09,Grocery,0
3406,95,2025-05-02,373.34,Grocery,0
3407,147,2024-10-16,3783.86,Entertainment,0
3408,492,2025-12-27,1130.03,Entertainment,0
3409,389,2026-09-01,660.02,Fuel,0
3410,543,2024-10-18,1879.03,Healthcare,0
3411,233,2025-01-10,2337.12,Travel,0
3412,56,2026-03-20,6679.64,Grocery,0
3413,395,2024-09-12,6699.17,Online Retail,0
3414,677,2025-07-03,918.16,Travel,0
3415,455,2025-01-08,257.74,Entertainment,0
3416,171,2025-05-11,3305.6,Healthcare,0
3417,3,2025-07-25,1799.63,Entertainment,0
3418,57,2025-05-18,7139.41,Fuel,0
3419,594,2025-04-07,7337.78,Electronics,0
3420,204,2025-01-07,3508.14,Dining,0
3421,41,2024-02-18,2655.4,Online Retail,1
3422,238,2026-02-01,2926.21,Healthcare,0
3423,612,2024-12-13,2597.61,Electronics,0
3424,297,2024-03-12,2866.62,Grocery,0
3425,684,2025-04-24,1314.51,Grocery,0
3426,352,2026-03-11,1149.93,Dining,0
3427,633,2025-10-08,1451.83,Electronics,0
3428,141,2025-08-03,10389.32,Entertainment,0
3429,380,2026-07-18,31.62,Healthcare,0
3430,334,2025-10-17,1141.0,Online Retail,0
3431,539,2026-07-21,1424.83,Grocery,0
3432,95,2026-05-22,3306.87,Electronics,0
3433,121,2025-05-16,1060.51,Online Retail,0
3434,157,2024-03-10,7720.2,Healthcare,0
3435,656,2025-07-08,6242.92,Entertainment,0
3436,628,2026-07-12,8071.03,Dining,0
3437,17,2025-11-11,2701.21,Online Retail,0
3438,296,2024-08-04,7222.39,Electronics,0
3439,387,2026-03-25,916.07,Travel,0
3440,625,2026-03-29,2304.96,Online Retail,0
3441,323,2025-12-27,114.55,Entertainment,0
3442,541,2024-06-02,3743.85,Grocery,0
3443,558,2025-12-03,3680.53,Healthcare,1
3444,359,2026-04-23,2734.53,Online Retail,0
3445,522,2025-03-12,1762.51,Fuel,0
3446,50,2025-10-30,4937.24,Healthcare,0
3447,232,2026-04-27,6969.06,Entertainment,0
3448,598,2025-12-16,10784.52,Electronics,0
3449,115,2025-10-07,3559.66,Electronics,0
3450,358,2025-02-10,2152.76,Entertainment,0
3451,556,2024-06-04,1285.6,Grocery,0
3452,362,2024-09-20,4024.07,Online Retail,0
3453,685,2025-08-06,907.38,Travel,0
3454,598,2025-12-18,3782.54,Dining,0
3455,69,2024-10-29,948.28,Travel,0
3456,371,2025-01-06,2250.05,Dining,0
3457,514,2024-07-16,784.82,Electronics,0
3458,524,2024-12-07,1418.77,Fuel,0
3459,361,2025-09-24,3439.45,Fuel,0
3460,282,2024-01-01,5520.22,Electronics,0
3461,219,2025-09-18,1679.29,Grocery,0
3462,249,2024-03-02,161.34,Travel,0
3463,11,2026-07-19,172.86,Fuel,0
3464,602,2025-12-21,7405.02,Grocery,0
