ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_TYPE,STATUS,BALANCE,OPEN_DATE
578,401,Current,Active,62453.25,2024-02-24
579,500,Savings,Active,15257.7,2021-03-27
580,135,Fixed Deposit,Closed,19718.49,2015-12-21
581,182,Fixed Deposit,Active,64818.99,2015-11-10
582,564,Current,Closed,52425.4,2019-10-25
583,264,Fixed Deposit,Closed,42503.94,2022-08-17
584,145,Savings,Closed,153315.57,2018-07-31
585,592,Current,Dormant,72487.43,2018-07-11
586,270,Savings,Active,27206.04,2024-10-26
587,592,Fixed Deposit,Active,21316.6,2015-03-02
588,552,Fixed Deposit,Active,54279.99,2015-11-29
589,544,Salary,Dormant,93459.7,2016-10-10
590,350,Fixed Deposit,Active,7067.61,2026-03-25
591,480,Salary,Dormant,51417.49,2020-09-05
592,577,Savings,Active,31696.18,2016-10-22
593,162,Salary,Active,48003.2,2018-07-18
594,23,Current,Active,10648.79,2026-01-25
595,193,Savings,Active,93413.66,2022-12-05
596,383,Current,Active,110983.1,2017-07-21
597,329,Savings,Active,67854.4,2017-09-30
598,49,Savings,Dormant,126253.1,2015-11-09
599,337,Savings,Active,30413.17,2023-10-28
600,105,Savings,Active,50515.95,2016-07-26
601,304,Current,Active,68573.71,2018-04-09
602,346,Fixed Deposit,Active,54809.09,2018-12-23
603,383,Current,Active,33701.97,2022-02-02
604,248,Current,Active,36676.63,2021-12-03
605,245,Savings,Dormant,104261.57,2024-02-15
606,408,Current,Active,40855.62,2018-05-24
607,450,Savings,Active,89811.37,2019-05-27
608,485,Fixed Deposit,Active,39216.98,2019-06-09
609,201,Savings,Active,89441.99,2015-07-15
610,255,Fixed Deposit,Dormant,44305.13,2023-06-03
611,199,Fixed Deposit,Active,64570.0,2021-02-10
612,317,Current,Dormant,23714.74,2020-06-06
613,77,Fixed Deposit,Active,50434.18,2026-05-13
614,259,Savings,Active,24020.69,2017-01-15
615,114,Fixed Deposit,Active,29799.17,2026-01-23
616,320,Fixed Deposit,Active,31828.51,2022-10-08
617,511,Fixed Deposit,Closed,36178.69,2017-07-10
618,592,Current,Active,82434.61,2022-09-30
619,268,Fixed Deposit,Dormant,28856.86,2023-08-18
620,34,Salary,Dormant,46634.43,2019-02-20
621,137,Savings,Active,89638.85,2018-12-09
622,63,Fixed Deposit,Active,63610.61,2024-07-14
623,456,Fixed Deposit,Active,7242.42,2016-10-30
624,591,Current,Active,10344.87,2015-02-25
625,333,Salary,Dormant,55562.34,2022-08-08
626,107,Savings,Active,27655.89,2025-05-08
627,13,Current,Closed,8870.79,2020-09-19
628,586,Savings,Active,25988.72,2016-07-16
629,190,Savings,Active,57092.84,2021-02-26
630,68,Fixed Deposit,Active,31541.0,2017-11-16
631,107,Savings,Active,43292.75,2024-06-12
632,154,Savings,Closed,33883.48,2021-12-27
633,394,Savings,Active,22984.02,2018-11-04
634,536,Current,Closed,49707.93,2022-02-17
635,166,Fixed Deposit,Dormant,7862.59,2022-08-13
636,413,Fixed Deposit,Dormant,20503.84,2022-10-01
637,39,Savings,Active,72294.82,2019-03-08
638,7,Current,Dormant,10696.04,2021-07-07
639,33,Current,Active,41646.41,2015-06-28
640,554,Current,Dormant,29547.57,2019-08-10
641,350,Savings,Active,27268.12,2019-04-26
642,484,Savings,Active,77176.62,2021-02-07
643,14,Current,Active,87863.38,2025-11-05
644,14,Current,Active,16249.59,2025-11-20
645,510,Current,Active,36413.73,2020-07-08
646,62,Current,Dormant,5623.86,2022-05-18
647,94,Fixed Deposit,Active,74159.24,2016-03-27
648,312,Fixed Deposit,Active,39988.15,2020-07-04
649,364,Savings,Active,9936.41,2022-11-08
650,138,Fixed Deposit,Dormant,21404.34,2022-10-18
651,267,Fixed Deposit,Dormant,14897.1,2025-12-31
652,405,Savings,Active,20323.06,2020-04-28
653,266,Current,Active,6313.23,2025-05-14
654,230,Savings,Closed,103509.56,2026-03-05
655,44,Fixed Deposit,Dormant,16842.86,2021-07-13
656,272,Savings,Active,41569.93,2016-01-17
657,482,Current,Active,56713.55,2019-04-19
658,377,Savings,Dormant,87949.36,2023-09-24
659,536,Current,Active,42681.07,2021-08-18
660,76,Salary,Dormant,33468.75,2025-09-09
661,7,Savings,Active,44063.0,2024-04-25
662,329,Fixed Deposit,Dormant,16162.27,2015-09-21
663,108,Salary,Active,17430.77,2024-10-31
664,357,Fixed Deposit,Active,32844.65,2019-01-30
665,543,Savings,Closed,3869.47,2024-05-07
666,203,Fixed Deposit,Dormant,23413.66,2020-10-18
667,330,Savings,Dormant,28060.9,2020-03-14
668,410,Savings,Closed,138982.59,2015-10-30
669,91,Fixed Deposit,Active,95803.62,2016-05-10
670,539,Current,Active,56563.78,2021-10-18
671,122,Current,Active,75458.53,2021-07-01
672,485,Savings,Active,17292.79,2021-05-02
673,396,Fixed Deposit,Active,44968.37,2016-10-14
674,85,Fixed Deposit,Closed,69051.78,2020-10-27
675,435,Current,Active,17440.65,2015-09-12
676,118,Fixed Deposit,Active,10377.23,2016-08-24
677,360,Savings,Active,52293.64,2020-09-10
678,576,Savings,Active,11653.11,2022-01-16
679,572,Current,Active,60358.41,2022-06-25
680,523,Salary,Active,86920.53,2026-03-18
681,297,Savings,Active,17965.51,2024-10-01
682,336,Savings,Active,19272.64,2019-05-03
683,181,Savings,Dormant,85175.01,2023-12-09
684,553,Fixed Deposit,Active,42857.8,2016-02-03
685,287,Savings,Active,77499.07,2024-10-14
686,463,Current,Active,33823.78,2019-06-01
687,216,Salary,Active,35888.91,2023-09-05
688,445,Savings,Active,42008.91,2026-01-30
689,135,Current,Closed,120599.5,2023-01-11
690,441,Current,Active,73342.94,2025-07-04
691,28,Fixed Deposit,Active,22743.08,2015-02-12
692,63,Savings,Active,47441.4,2016-12-12
693,212,Savings,Dormant,31949.85,2022-02-23
694,290,Savings,Active,27267.71,2021-03-04
695,427,Fixed Deposit,Active,59151.36,2016-05-17
696,216,Fixed Deposit,Dormant,50760.06,2023-03-15
697,12,Savings,Active,18158.97,2015-09-02
698,196,Savings,Active,42089.4,2026-04-24
699,264,Fixed Deposit,Active,26566.6,2016-10-14
700,327,Savings,Active,56487.07,2020-02-01
701,387,Savings,Closed,25579.89,2024-05-26
702,149,Current,Active,36062.04,2020-11-13
703,367,Savings,Active,27899.1,2023-06-29
704,379,Savings,Active,7545.44,2023-01-13
705,466,Current,Active,116630.15,2025-10-31
706,314,Savings,Dormant,41736.07,2020-04-18
707,487,Current,Active,119341.3,2026-03-06
708,133,Fixed Deposit,Dormant,43189.73,2020-11-24
709,428,Current,Active,66869.66,2025-03-13
710,28,Savings,Active,24072.77,2023-05-14
711,62,Fixed Deposit,Active,24594.94,2016-07-08
712,519,Savings,Dormant,39971.84,2022-05-07
713,286,Fixed Deposit,Active,118629.99,2025-01-10
714,373,Savings,Active,18748.19,2016-06-19
715,363,Fixed Deposit,Dormant,5597.64,2024-07-29
716,417,Savings,Active,83828.88,2016-03-15
717,148,Savings,Active,69783.01,2024-12-11
718,107,Current,Active,29222.34,2024-01-03
719,26,Savings,Dormant,149768.28,2016-09-24
720,519,Savings,Active,154038.99,2023-04-18
721,135,Fixed Deposit,Active,6952.29,2016-05-02
722,346,Fixed Deposit,Active,23588.71,2021-06-26
723,273,Savings,Active,39750.19,2025-07-19
724,98,Fixed Deposit,Active,55380.47,2017-05-08
725,249,Fixed Deposit,Active,49502.14,2016-12-25
726,50,Fixed Deposit,Active,41615.95,2019-10-30
727,107,Current,Active,16224.47,2019-03-18
728,84,Current,Dormant,60447.33,2015-07-22
729,495,Current,Active,62912.2,2020-03-16
730,341,Current,Active,79812.98,2017-12-18
731,556,Salary,Closed,14136.25,2016-06-02
732,262,Savings,Dormant,34972.49,2018-02-25
733,121,Savings,Active,28056.73,2015-03-28
734,366,Savings,Active,13879.71,2025-06-12
735,558,Salary,Active,34534.38,2026-05-08
736,320,Savings,Active,16998.59,2019-03-13
737,11,Current,Active,11712.43,2025-01-03
738,183,Fixed Deposit,Active,70414.25,2020-04-07
739,555,Salary,Active,29093.41,2025-06-01
740,312,Savings,Active,22609.76,2016-12-22
741,572,Fixed Deposit,Active,93442.1,2018-04-01
742,306,Fixed Deposit,Active,64253.25,2023-06-13
743,8,Savings,Active,4886.12,2017-07-06
744,524,Fixed Deposit,Dormant,55644.58,2024-05-27
745,458,Savings,Dormant,55453.0,2019-11-11
746,430,Current,Active,33397.76,2019-08-12
747,583,Current,Active,32393.21,2020-03-05
748,118,Savings,Active,8573.95,2024-02-10
749,544,Savings,Active,148639.48,2015-01-24
750,140,Savings,Active,34428.18,2023-07-28
751,583,Savings,Active,53473.14,2023-11-24
752,115,Current,Active,35958.61,2024-05-17
753,331,Savings,Active,22938.39,2026-05-19
754,474,Savings,Active,74236.53,2023-12-07
755,47,Current,Active,46369.2,2021-01-13
756,41,Current,Active,34660.23,2020-04-27
757,510,Current,Closed,53056.19,2019-06-08
758,37,Salary,Active,38611.95,2024-06-11
759,369,Savings,Active,124779.22,2019-06-26
760,563,Fixed Deposit,Active,72493.56,2021-07-15
761,369,Savings,Active,59450.39,2016-02-05
762,289,Fixed Deposit,Active,9736.36,2018-08-16
763,251,Salary,Active,60936.72,2018-01-14
764,383,Fixed Deposit,Dormant,59859.33,2019-12-20
765,344,Current,Active,17281.95,2020-09-24
766,302,Current,Active,9497.79,2023-03-07
767,93,Savings,Active,70433.46,2019-12-06
768,398,Current,Active,76646.59,2016-09-18
769,444,Fixed Deposit,Active,24704.2,2021-03-22
770,426,Salary,Dormant,23763.38,2015-08-17
771,46,Current,Active,45774.52,2024-09-10
772,422,Savings,Active,29015.71,2023-10-19
773,438,Current,Active,9273.88,2017-07-28
774,111,Savings,Active,17100.31,2018-01-02
775,510,Savings,Active,52059.73,2015-04-26
776,315,Savings,Active,18005.57,2019-02-28
777,284,Fixed Deposit,Active,79330.29,2015-06-09
778,434,Savings,Active,59170.47,2025-09-09
779,306,Savings,Active,53591.11,2016-07-13
780,327,Savings,Dormant,45060.54,2022-07-12
781,188,Fixed Deposit,Dormant,22049.01,2021-07-06
782,557,Current,Closed,65032.46,2017-09-14
783,582,Savings,Dormant,21503.33,2024-03-24
784,79,Savings,Dormant,82394.93,2016-03-30
785,440,Current,Dormant,112005.59,2025-02-14
786,15,Savings,Active,46164.26,2023-06-15
787,222,Current,Dormant,102248.03,2022-04-02
788,582,Savings,Closed,17321.42,2025-01-16
789,105,Salary,Active,59645.65,2019-08-09
790,227,Savings,Active,40819.45,2018-03-20
791,132,Current,Active,71279.28,2016-10-06
792,437,Savings,Dormant,5248.42,2025-07-21
793,279,Salary,Active,68349.69,2019-08-01
794,356,Salary,Dormant,23902.62,2024-06-20
795,566,Fixed Deposit,Dormant,42370.9,2018-10-18
796,313,Current,Closed,146970.4,2025-11-26
797,441,Savings,Active,61076.46,2024-12-07
798,59,Fixed Deposit,Active,55471.12,2018-07-08
799,130,Fixed Deposit,Dormant,52258.84,2020-07-22
800,569,Savings,Closed,88338.28,2024-01-24
801,516,Current,Closed,72986.24,2017-08-01
802,395,Current,Active,52681.31,2015-04-09
803,227,Fixed Deposit,Active,48036.27,2018-04-19
804,120,Current,Active,45703.46,2021-09-28
805,512,Current,Closed,39125.31,2016-07-23
806,472,Current,Active,13906.88,2018-10-22
807,146,Savings,Active,60150.37,2025-06-27
808,354,Savings,Dormant,25966.85,2015-11-10
809,372,Savings,Active,35552.6,2015-07-29
810,287,Fixed Deposit,Active,76432.04,2019-11-03
811,557,Savings,Active,39836.09,2015-02-23
812,75,Savings,Dormant,37494.86,2015-04-27
813,155,Savings,Active,46268.19,2017-02-02
814,58,Savings,Active,32062.12,2016-03-02
815,416,Current,Active,144897.93,2024-04-04
816,387,Savings,Active,131963.08,2016-05-26
817,593,Savings,Dormant,129694.62,2020-12-22
818,326,Fixed Deposit,Active,52385.28,2023-01-20
819,91,Savings,Active,24596.75,2022-02-22
820,271,Savings,Active,77857.63,2022-06-19
821,54,Savings,Active,32260.36,2019-01-31
822,403,Fixed Deposit,Active,82608.28,2025-02-23
823,405,Savings,Dormant,23630.59,2015-10-14
824,515,Fixed Deposit,Active,55148.86,2016-03-23
825,204,Salary,Active,90676.89,2024-10-10
826,187,Current,Active,33711.58,2015-10-13
827,43,Savings,Active,33615.36,2017-03-11
828,250,Fixed Deposit,Closed,10552.46,2016-12-23
829,286,Current,Active,24255.45,2015-05-18
830,453,Savings,Closed,51644.48,2016-05-02
831,453,Current,Active,57439.97,2021-07-16
832,85,Savings,Active,63539.42,2022-07-20
833,172,Savings,Active,6736.53,2015-12-14
834,307,Savings,Active,32383.73,2025-10-04
835,202,Savings,Dormant,11886.3,2016-02-04
836,16,Savings,Active,49766.93,2022-11-04
837,508,Current,Active,8587.47,2024-02-20
838,439,Salary,Active,15538.62,2020-12-11
839,313,Savings,Active,72121.83,2020-08-12
840,191,Current,Closed,26674.29,2016-03-30
841,506,Current,Closed,102831.08,2017-10-04
842,22,Savings,Active,64719.41,2024-09-16
843,268,Savings,Dormant,33861.71,2018-12-24
844,481,Savings,Dormant,80111.49,2015-05-24
845,572,Savings,Active,36171.41,2023-04-29
846,151,Savings,Active,69289.93,2022-10-21
847,391,Savings,Active,23247.17,2015-10-04
848,114,Current,Dormant,83319.02,2015-08-01
849,70,Savings,Closed,9493.4,2016-04-30
850,212,Savings,Active,15516.9,2015-08-01
851,532,Savings,Dormant,18122.87,2022-01-13
852,414,Current,Closed,25394.94,2016-07-07
853,294,Savings,Active,52992.51,2021-12-06
854,170,Current,Active,41480.8,2017-01-04
855,85,Savings,Closed,69846.28,2026-02-07
856,163,Savings,Closed,91532.93,2023-04-16
857,92,Salary,Active,8397.23,2019-04-11
858,113,Savings,Active,99050.2,2019-11-23
859,413,Savings,Active,35548.88,2015-09-29
860,80,Savings,Active,128041.44,2015-08-17
861,29,Salary,Active,22365.88,2021-02-19
862,326,Current,Active,5884.99,2015-04-05
863,172,Current,Active,65233.65,2022-04-15
864,273,Salary,Active,62400.29,2019-05-14
865,84,Savings,Active,15910.88,2016-08-05
866,126,Salary,Active,17451.52,2021-02-11
867,265,Savings,Dormant,73506.12,2021-04-24
868,415,Current,Active,54854.03,2023-07-10
869,249,Savings,Active,32793.34,2017-04-04
870,326,Savings,Active,58900.29,2021-04-01
871,314,Salary,Active,50972.43,2024-08-23
872,162,Savings,Active,19198.0,2018-01-30
873,168,Salary,Active,77336.29,2024-07-14
874,256,Savings,Active,67274.65,2023-04-05
875,20,Current,Active,42201.64,2019-11-27
876,412,Salary,Active,73539.46,2025-01-30
877,369,Savings,Active,138622.95,2026-01-14
878,184,Salary,Closed,17260.01,2017-09-14
879,225,Current,Dormant,33980.61,2026-03-09
880,198,Fixed Deposit,Active,35324.1,2015-01-11
881,391,Savings,Active,72426.7,2016-06-22
882,456,Current,Active,25130.78,2015-06-30
883,66,Current,Active,69640.48,2019-03-14
884,248,Current,Active,27694.03,2025-09-12
885,9,Savings,Active,15448.09,2021-11-08
886,272,Savings,Active,44106.5,2022-01-15
887,149,Fixed Deposit,Active,27194.93,2015-12-20
888,202,Savings,Active,47436.94,2020-11-22
889,274,Fixed Deposit,Dormant,56048.82,2019-05-15
890,195,Salary,Dormant,9094.68,2020-06-22
891,237,Savings,Active,29854.93,2017-12-25
892,459,Savings,Active,44133.83,2017-04-20
893,487,Current,Active,73756.92,2025-11-14
894,4,Savings,Active,67621.21,2021-05-17
895,227,Current,Active,20689.86,2019-09-13
896,509,Current,Active,36701.91,2015-11-04
897,319,Current,Active,58152.67,2023-09-16
898,124,Savings,Closed,34741.91,2020-05-24
899,357,Current,Active,22500.63,2019-06-01
900,87,Current,Active,40279.98,2022-08-13
