PAYMENT_ID,LOAN_ID,PAYMENT_DATE,LATE_PAYMENT_FLAG
1065,150,2023-11-07,0
1066,246,2026-01-19,0
1067,53,2025-06-29,0
1068,103,2021-07-07,0
1069,185,2022-04-24,0
1070,209,2019-06-01,0
1071,89,2018-08-11,0
1072,36,2024-08-21,0
1073,153,2021-09-18,0
1074,192,2022-04-23,1
1075,230,2020-12-22,1
1076,1,2020-09-18,0
1077,6,2026-07-18,0
1078,116,2025-01-28,0
1079,170,2023-12-29,0
1080,2,2021-05-17,0
1081,53,2024-04-02,0
1082,126,2020-12-09,0
1083,84,2022-06-22,0
1084,214,2019-04-05,0
1085,11,2024-02-25,0
1086,267,2018-07-11,0
1087,51,2024-04-06,0
1088,133,2023-03-27,0
1089,296,2018-07-30,0
1090,199,2022-05-22,1
1091,300,2019-12-06,0
1092,6,2022-02-16,1
1093,216,2018-02-11,1
1094,23,2024-04-04,0
1095,184,2022-06-03,0
1096,98,2021-02-20,0
1097,234,2025-08-04,0
1098,38,2023-08-04,0
1099,269,2023-04-14,0
1100,145,2019-04-11,0
1101,156,2022-05-03,0
1102,172,2024-01-28,0
1103,11,2026-01-10,0
1104,94,2023-03-29,0
1105,213,2019-06-30,0
1106,289,2023-11-17,0
1107,296,2018-08-25,0
1108,161,2020-09-17,0
1109,78,2025-12-14,0
1110,144,2024-12-13,1
1111,140,2025-10-29,0
1112,120,2021-01-20,0
1113,109,2023-12-03,1
1114,261,2024-01-26,0
1115,118,2020-02-18,1
1116,9,2026-03-04,0
1117,217,2026-05-29,0
1118,200,2018-12-16,0
1119,114,2024-08-20,0
1120,189,2021-11-18,1
1121,283,2023-11-04,0
1122,278,2022-10-22,0
1123,237,2019-12-07,0
1124,176,2018-10-31,1
1125,9,2022-06-13,0
1126,154,2025-04-04,0
1127,246,2025-02-17,1
1128,254,2020-05-19,0
1129,232,2025-06-16,0
1130,296,2021-01-31,0
1131,155,2022-11-13,0
1132,33,2020-10-23,0
1133,150,2022-07-14,0
1134,96,2022-08-04,1
1135,251,2024-01-18,0
1136,234,2022-02-02,0
1137,128,2022-07-31,0
1138,117,2023-08-25,0
1139,48,2021-08-15,0
1140,13,2022-07-19,0
1141,94,2018-09-28,0
1142,73,2025-07-16,1
1143,80,2019-02-04,0
1144,300,2025-07-26,0
1145,205,2024-08-04,0
1146,166,2026-03-20,0
1147,54,2018-03-20,0
1148,253,2019-11-19,1
1149,194,2018-06-15,0
1150,155,2021-08-15,0
1151,140,2025-11-04,0
1152,166,2024-08-23,0
1153,252,2024-02-07,0
1154,217,2025-05-10,0
1155,146,2018-01-14,0
1156,201,2024-10-29,0
1157,279,2020-09-14,0
1158,98,2023-12-28,0
1159,271,2024-08-13,0
1160,183,2023-12-12,0
1161,56,2021-08-15,0
1162,291,2023-04-21,0
1163,206,2022-01-24,0
1164,116,2023-06-13,0
1165,65,2021-12-23,0
1166,275,2021-06-01,0
1167,247,2019-10-02,1
1168,14,2021-05-11,1
1169,191,2024-04-02,1
1170,35,2025-07-18,0
1171,89,2018-11-23,0
1172,171,2019-08-02,0
1173,75,2022-05-25,0
1174,154,2024-02-03,1
1175,129,2019-06-23,0
1176,175,2020-10-25,0
1177,241,2018-05-28,1
1178,47,2018-06-16,0
1179,239,2019-03-30,0
1180,67,2024-04-27,0
1181,11,2025-07-15,0
1182,134,2022-04-29,1
1183,91,2019-07-12,0
1184,56,2025-12-27,0
1185,127,2020-05-31,0
1186,261,2019-05-05,1
1187,176,2019-03-14,1
1188,219,2021-01-22,1
1189,45,2024-05-17,1
1190,23,2021-06-11,0
1191,101,2021-11-11,0
1192,233,2020-12-13,1
1193,266,2026-03-07,0
1194,31,2023-12-05,0
1195,143,2023-10-05,0
1196,119,2021-10-17,0
1197,224,2022-08-10,0
1198,62,2025-09-02,1
1199,146,2023-09-10,0
1200,255,2025-01-20,0
1201,140,2018-05-08,0
1202,235,2025-06-14,0
1203,187,2026-03-29,0
1204,180,2023-10-17,0
1205,78,2026-04-17,0
1206,298,2022-12-03,0
1207,75,2020-05-24,0
1208,280,2023-04-04,0
1209,297,2023-06-13,0
1210,154,2019-04-03,0
1211,261,2019-10-02,0
1212,215,2020-07-11,0
1213,222,2022-09-30,1
1214,21,2019-04-14,0
1215,42,2024-09-06,0
1216,21,2018-12-13,0
1217,10,2026-02-23,0
1218,251,2023-11-10,0
1219,53,2020-12-09,0
1220,2,2021-03-25,0
1221,282,2024-01-05,0
1222,84,2018-10-09,1
1223,245,2024-03-18,0
1224,289,2022-10-15,1
1225,157,2019-12-02,1
1226,279,2025-10-11,0
1227,291,2023-06-15,0
1228,44,2019-06-03,0
1229,44,2023-09-07,0
1230,111,2021-07-25,0
1231,168,2024-08-16,0
1232,236,2022-04-08,0
1233,55,2026-09-01,0
1234,59,2026-01-14,0
1235,92,2018-05-08,0
1236,82,2021-07-25,1
1237,283,2019-10-03,0
1238,119,2021-11-26,0
1239,261,2019-04-05,0
1240,17,2022-08-23,1
1241,31,2019-05-04,0
1242,242,2023-05-27,0
1243,75,2021-12-09,1
1244,25,2026-08-10,0
1245,179,2025-08-13,0
1246,45,2023-03-16,0
1247,19,2021-11-21,0
1248,122,2024-03-16,0
1249,166,2023-10-18,0
1250,159,2019-03-18,0
1251,176,2021-04-06,0
1252,8,2026-08-08,0
1253,88,2020-10-09,1
1254,104,2018-02-11,0
1255,88,2025-03-26,0
1256,168,2026-02-01,0
1257,69,2023-09-07,0
1258,190,2023-07-04,0
1259,281,2021-01-15,0
1260,199,2021-02-11,0
1261,117,2025-12-04,0
1262,131,2025-06-09,0
1263,176,2022-04-28,0
1264,218,2020-09-18,0
1265,91,2019-08-20,0
1266,12,2018-02-04,0
1267,211,2022-03-10,0
1268,199,2022-10-20,0
1269,31,2023-11-07,0
1270,188,2024-12-23,0
1271,22,2021-03-08,1
1272,193,2019-06-13,0
1273,224,2025-04-25,0
1274,5,2024-08-10,0
1275,219,2022-08-15,0
1276,37,2018-05-05,0
1277,80,2022-01-20,0
1278,212,2023-05-15,0
1279,107,2025-06-11,0
1280,294,2022-05-28,0
1281,288,2022-01-05,0
1282,297,2021-04-18,0
1283,32,2021-08-05,0
1284,53,2018-02-21,0
1285,55,2018-11-25,0
1286,176,2024-07-22,0
1287,130,2021-02-21,0
1288,224,2025-05-17,0
1289,85,2021-06-11,1
1290,60,2026-08-23,0
1291,195,2019-07-26,0
1292,186,2019-08-19,0
1293,208,2023-02-05,0
1294,94,2024-12-16,0
1295,158,2019-04-01,0
1296,279,2022-05-12,0
1297,184,2019-12-10,0
1298,280,2024-05-22,0
1299,131,2022-11-12,0
1300,14,2023-09-03,0
1301,229,2020-05-01,0
1302,139,2020-07-03,1
1303,13,2023-07-19,0
1304,42,2021-01-22,0
1305,94,2023-12-27,0
1306,58,2019-05-03,0
1307,206,2020-08-11,0
1308,184,2018-11-18,0
1309,99,2018-10-04,0
1310,26,2020-04-10,0
1311,24,2022-03-30,0
1312,284,2019-04-03,1
1313,104,2018-10-22,1
1314,33,2025-08-09,0
1315,214,2022-06-20,0
1316,261,2024-03-15,1
1317,37,2024-04-18,0
1318,284,2018-11-18,0
1319,218,2023-05-18,1
1320,76,2025-06-17,0
1321,233,2021-11-20,1
1322,126,2025-06-22,0
1323,191,2026-03-14,1
1324,39,2022-09-26,0
1325,74,2018-11-19,0
1326,233,2023-05-09,0
1327,242,2025-08-18,0
1328,4,2023-01-09,0
1329,65,2024-12-08,1
1330,183,2022-08-22,1
1331,272,2021-08-21,1
1332,203,2026-03-13,0
1333,212,2019-04-29,0
1334,117,2021-11-18,0
1335,17,2019-05-09,0
1336,230,2023-09-04,0
1337,240,2025-12-28,0
1338,133,2026-08-25,0
1339,152,2020-01-10,0
1340,71,2024-04-22,0
1341,136,2025-07-30,0
1342,73,2025-03-24,0
1343,127,2022-05-13,0
1344,41,2019-07-07,1
1345,182,2022-01-01,0
1346,75,2024-09-22,1
1347,218,2023-05-16,1
1348,156,2021-05-14,0
1349,269,2019-11-12,0
1350,67,2023-08-26,0
1351,82,2021-09-18,0
1352,73,2022-02-03,0
1353,190,2026-02-19,0
1354,33,2018-01-29,1
1355,206,2020-01-25,0
1356,246,2025-12-22,0
1357,203,2025-12-27,1
1358,41,2020-08-15,1
1359,148,2026-08-14,0
1360,161,2019-11-01,0
1361,118,2018-06-14,1
1362,140,2020-08-30,0
1363,229,2022-08-10,1
1364,251,2018-01-20,0
1365,91,2019-06-28,0
1366,99,2024-11-08,0
1367,63,2023-05-23,0
1368,121,2023-04-01,0
1369,164,2026-07-30,0
1370,215,2019-12-25,0
1371,81,2025-10-10,0
1372,65,2021-01-29,0
1373,10,2026-01-07,0
1374,29,2024-10-15,0
1375,16,2019-11-07,0
1376,63,2019-10-25,0
1377,209,2022-09-13,0
1378,233,2022-05-11,0
1379,292,2020-01-14,0
1380,164,2020-04-04,0
1381,137,2025-10-18,1
1382,270,2024-07-14,1
1383,45,2019-08-29,0
1384,190,2024-04-15,0
1385,246,2019-05-03,0
1386,151,2021-11-09,0
1387,79,2018-02-08,0
1388,187,2023-08-18,0
1389,299,2019-07-31,1
1390,71,2020-01-18,1
1391,169,2019-08-24,0
1392,16,2019-08-04,0
1393,70,2018-09-03,0
1394,231,2022-10-22,0
1395,149,2025-07-10,0
1396,60,2020-08-12,0
1397,101,2024-10-05,0
1398,37,2022-09-17,0
1399,234,2020-03-16,0
1400,283,2018-07-15,0
1401,32,2024-10-15,0
1402,72,2018-03-14,0
1403,258,2021-08-29,0
1404,264,2018-04-19,0
1405,231,2024-09-21,0
1406,215,2026-07-31,0
1407,259,2020-10-19,0
1408,113,2020-09-19,0
1409,269,2022-11-23,0
1410,266,2022-05-09,1
1411,69,2021-04-23,1
1412,22,2021-03-04,0
1413,157,2019-08-18,1
1414,228,2020-03-04,0
1415,255,2023-01-29,0
1416,43,2024-05-14,0
1417,114,2024-07-05,0
1418,231,2022-06-24,0
1419,19,2024-07-12,0
1420,217,2023-02-18,0
1421,88,2021-02-02,1
1422,7,2021-01-23,0
1423,73,2022-07-01,1
1424,223,2020-09-01,1
1425,262,2024-08-15,0
1426,25,2019-08-10,0
1427,140,2018-06-22,0
1428,61,2022-04-04,0
1429,206,2018-08-16,1
1430,235,2019-08-30,0
1431,289,2021-04-06,0
1432,107,2018-01-14,0
1433,90,2019-12-09,0
1434,93,2022-09-21,0
1435,229,2021-04-01,0
1436,134,2025-10-08,0
1437,7,2018-10-24,0
1438,285,2024-03-28,0
1439,32,2023-02-18,0
1440,279,2023-08-02,0
1441,49,2023-10-28,0
1442,162,2018-06-15,1
1443,94,2024-11-11,0
1444,207,2020-11-15,1
1445,121,2023-08-22,0
1446,111,2020-07-19,0
1447,144,2021-06-08,0
1448,292,2024-01-26,0
1449,74,2026-02-07,0
1450,66,2025-08-11,0
1451,20,2024-04-18,0
1452,222,2022-09-02,0
1453,204,2022-07-29,0
1454,183,2026-05-16,0
1455,8,2019-10-17,0
1456,238,2026-04-09,0
1457,243,2023-08-17,0
1458,284,2023-05-05,0
1459,279,2023-02-17,1
1460,79,2025-01-16,0
1461,214,2023-12-04,0
1462,121,2018-10-28,0
1463,179,2024-10-09,0
1464,100,2024-04-26,0
1465,198,2025-12-07,1
1466,286,2026-02-12,0
1467,196,2026-03-24,0
1468,277,2018-05-16,1
1469,280,2023-06-19,0
1470,36,2026-02-06,0
1471,290,2026-05-17,0
1472,246,2022-10-06,0
1473,129,2025-11-25,0
1474,181,2025-08-19,0
1475,186,2018-01-09,0
1476,236,2025-09-02,1
1477,241,2023-07-12,0
1478,31,2022-12-22,0
1479,1,2019-07-20,0
1480,74,2025-12-18,0
1481,159,2020-07-23,0
1482,255,2021-08-15,0
1483,196,2020-07-30,0
1484,41,2026-05-28,0
1485,216,2022-03-10,0
1486,141,2018-12-27,0
1487,111,2018-02-04,0
1488,232,2026-07-01,0
1489,89,2020-01-17,0
1490,186,2024-09-06,0
1491,55,2018-04-03,0
1492,115,2025-10-10,0
1493,168,2023-08-22,0
1494,188,2019-12-13,1
1495,276,2025-09-16,0
1496,88,2020-07-31,0
1497,269,2026-08-25,0
1498,245,2023-03-14,0
1499,108,2021-11-21,0
1500,43,2018-07-05,1
1501,78,2020-04-03,0
1502,198,2018-07-04,1
1503,237,2025-05-24,0
1504,184,2018-11-14,0
1505,218,2018-12-25,1
1506,31,2019-01-30,0
1507,152,2026-06-12,0
1508,263,2026-05-31,0
1509,117,2024-03-13,1
1510,270,2018-08-22,1
1511,38,2022-05-15,0
1512,294,2026-03-22,0
1513,236,2018-11-02,0
1514,188,2024-11-17,0
1515,186,2018-02-27,0
1516,281,2024-12-20,0
1517,114,2022-09-20,0
1518,50,2025-09-12,0
1519,276,2021-08-03,0
1520,31,2024-10-22,1
1521,198,2025-04-21,0
1522,80,2020-10-25,0
1523,279,2023-07-27,0
1524,293,2021-12-30,0
1525,143,2021-09-29,0
1526,160,2024-12-06,0
1527,137,2019-12-17,0
1528,128,2019-01-14,0
1529,282,2022-03-02,0
1530,87,2025-02-14,0
1531,288,2019-06-01,0
1532,196,2020-12-13,1
1533,289,2023-10-13,0
1534,184,2022-02-18,0
1535,246,2023-04-02,0
1536,147,2022-07-30,0
1537,139,2025-01-08,0
1538,78,2025-08-03,0
1539,64,2021-11-24,0
1540,12,2021-09-28,1
1541,116,2020-06-01,0
1542,297,2021-11-05,0
1543,282,2025-04-02,0
1544,208,2022-05-08,0
1545,110,2023-12-28,0
1546,157,2021-08-17,0
1547,228,2024-02-16,0
1548,1,2024-03-05,1
1549,277,2022-07-30,0
1550,262,2026-02-06,0
1551,292,2025-08-05,0
1552,29,2019-05-17,0
1553,285,2019-12-23,0
1554,185,2026-04-11,0
1555,167,2021-06-25,0
1556,54,2020-09-09,0
1557,148,2024-11-25,0
1558,109,2023-03-22,0
1559,297,2019-02-25,0
1560,102,2018-10-18,0
1561,66,2025-01-02,0
1562,284,2024-08-18,0
1563,57,2021-01-21,0
1564,272,2025-06-23,1
1565,289,2019-02-02,0
1566,93,2025-07-14,0
1567,207,2018-09-08,0
1568,240,2023-07-07,1
1569,161,2025-04-23,1
1570,210,2023-05-15,0
1571,40,2024-10-01,0
1572,155,2020-12-24,0
1573,154,2020-06-30,1
1574,170,2020-04-21,1
1575,284,2019-01-04,0
1576,248,2020-05-28,0
1577,181,2020-02-22,1
1578,122,2024-07-23,0
1579,122,2019-11-06,0
1580,7,2019-06-10,0
1581,166,2024-05-09,0
1582,76,2022-08-30,0
1583,266,2019-11-14,0
1584,233,2024-02-13,0
1585,274,2019-11-16,0
1586,299,2024-10-23,0
1587,121,2018-04-13,0
1588,129,2023-02-12,0
1589,183,2023-03-05,0
1590,130,2021-03-26,0
1591,84,2023-12-22,0
1592,213,2021-04-17,0
1593,136,2023-08-31,0
1594,283,2019-12-09,0
1595,66,2022-12-06,0
1596,134,2024-07-22,0
1597,160,2026-05-17,0
1598,273,2021-02-14,1
1599,174,2022-02-05,0
1600,21,2022-02-17,0
1601,102,2025-06-16,0
1602,266,2026-05-06,0
1603,82,2023-08-08,0
1604,103,2025-02-15,0
1605,46,2018-09-24,0
1606,216,2024-07-31,1
1607,42,2025-01-08,1
1608,111,2024-03-13,0
1609,214,2023-01-25,0
1610,269,2025-10-19,0
1611,67,2023-09-01,0
1612,100,2025-05-03,1
1613,36,2019-07-25,0
1614,132,2023-10-08,0
1615,300,2021-10-17,0
1616,92,2025-07-12,0
1617,78,2025-08-19,0
1618,120,2025-04-26,0
1619,269,2019-11-14,0
1620,165,2022-04-08,0
1621,183,2018-01-01,0
1622,235,2026-06-29,0
1623,215,2020-03-26,0
1624,180,2023-05-31,0
1625,169,2022-03-24,0
1626,160,2025-11-04,0
1627,55,2025-02-13,0
1628,125,2024-09-25,0
1629,255,2023-07-30,0
1630,12,2019-01-13,1
1631,249,2025-12-19,0
1632,170,2018-07-18,1
1633,105,2021-12-13,0
1634,35,2021-04-16,0
1635,230,2021-05-22,0
1636,1,2026-06-21,0
1637,163,2020-01-03,1
1638,49,2023-01-11,0
1639,273,2019-11-22,0
1640,55,2025-11-25,0
1641,241,2024-05-19,0
1642,173,2021-08-06,0
1643,13,2018-09-12,1
1644,217,2019-04-29,0
1645,264,2020-02-08,0
1646,67,2021-07-10,0
1647,291,2025-09-05,0
1648,240,2019-01-14,0
1649,223,2023-01-01,1
1650,101,2021-01-04,0
1651,36,2018-05-28,0
1652,129,2023-05-15,1
1653,243,2024-02-08,0
1654,176,2026-04-26,1
1655,195,2022-05-24,0
1656,235,2020-10-27,0
1657,102,2025-05-29,0
1658,12,2020-02-23,0
1659,266,2023-12-01,0
1660,185,2026-03-06,0
1661,170,2018-01-15,0
1662,172,2026-01-08,0
1663,256,2019-10-14,0
1664,231,2022-03-05,0
1665,202,2020-03-27,0
1666,235,2019-04-03,0
1667,87,2024-02-02,0
1668,214,2022-03-07,0
1669,293,2022-06-01,0
1670,71,2022-03-12,0
1671,172,2024-06-24,0
1672,205,2026-05-17,0
1673,156,2022-06-12,0
1674,291,2019-05-08,1
1675,122,2020-11-02,0
1676,66,2022-04-20,0
1677,41,2018-11-25,0
1678,255,2019-12-27,0
1679,206,2019-10-04,0
1680,174,2026-06-08,0
1681,130,2021-06-22,0
1682,123,2025-08-15,0
1683,281,2022-10-12,0
1684,205,2022-05-22,0
1685,290,2026-02-19,0
1686,241,2023-12-31,0
1687,231,2020-01-29,0
1688,167,2020-06-10,0
1689,73,2023-10-10,0
1690,197,2018-01-08,0
1691,215,2019-04-28,1
1692,157,2018-08-24,1
1693,7,2024-03-09,0
1694,289,2021-10-29,0
1695,248,2018-02-05,0
1696,106,2024-06-06,1
1697,149,2023-09-08,0
1698,38,2024-03-25,0
1699,282,2019-06-01,0
1700,70,2025-08-02,0
1701,114,2019-07-25,0
1702,129,2022-12-13,0
1703,79,2022-11-05,0
1704,191,2019-11-24,0
1705,299,2021-04-03,0
1706,257,2018-06-15,0
1707,160,2022-02-01,0
1708,40,2023-11-14,1
1709,259,2020-09-04,0
1710,78,2022-08-30,1
1711,274,2026-04-07,0
1712,119,2020-01-13,0
1713,156,2020-07-09,0
1714,132,2019-01-15,0
1715,137,2022-09-13,1
1716,50,2019-10-08,0
1717,166,2025-05-28,0
1718,121,2020-07-10,0
1719,255,2023-10-04,0
1720,144,2019-08-23,0
1721,290,2020-10-18,0
1722,89,2019-06-27,0
1723,99,2022-10-16,0
1724,12,2018-03-29,0
1725,222,2018-09-20,0
1726,23,2022-05-07,0
1727,86,2022-09-24,0
1728,274,2020-11-09,0
1729,184,2021-09-27,0
1730,168,2021-08-11,0
1731,242,2024-07-27,0
1732,232,2021-11-14,0
1733,266,2025-05-08,0
1734,200,2019-11-19,0
1735,135,2019-09-24,0
1736,40,2021-07-02,0
1737,111,2018-09-16,0
1738,212,2023-10-26,0
1739,77,2021-05-21,0
1740,202,2021-03-06,0
1741,41,2022-08-19,0
1742,19,2018-09-17,0
1743,110,2021-04-07,0
1744,69,2026-06-06,0
1745,262,2023-06-14,0
1746,114,2022-12-23,0
1747,126,2022-05-20,0
1748,122,2022-01-23,0
1749,96,2026-02-13,0
1750,276,2026-01-24,0
1751,222,2021-07-20,0
1752,48,2026-01-06,0
1753,65,2018-09-19,0
1754,25,2020-10-09,1
1755,77,2020-08-13,0
1756,197,2024-01-17,0
1757,281,2023-04-03,0
1758,145,2022-02-05,0
1759,25,2020-03-21,0
1760,15,2022-05-24,0
1761,125,2020-05-01,1
1762,80,2022-04-25,0
1763,174,2020-12-11,0
1764,36,2025-09-14,0
1765,70,2024-06-20,0
1766,167,2019-07-09,0
1767,85,2026-02-24,0
1768,110,2023-09-17,0
1769,67,2021-01-14,0
1770,16,2022-08-07,0
1771,104,2019-09-11,0
1772,99,2018-05-29,0
1773,270,2021-08-24,0
1774,268,2024-10-12,0
1775,130,2021-01-18,0
1776,87,2021-05-01,0
1777,126,2026-08-01,0
1778,183,2026-07-23,1
1779,116,2022-01-08,0
1780,227,2018-05-20,0
1781,290,2023-11-21,0
1782,122,2024-03-12,0
1783,36,2025-12-03,1
1784,37,2026-03-21,0
1785,262,2023-06-15,0
1786,125,2018-12-06,0
1787,99,2020-02-29,0
1788,186,2024-03-19,0
1789,287,2023-04-08,1
1790,128,2021-10-12,0
1791,95,2021-06-26,0
1792,259,2024-02-25,0
1793,25,2021-08-30,0
1794,254,2019-05-06,0
1795,157,2026-06-28,0
1796,7,2021-01-11,0
1797,69,2020-06-01,0
1798,204,2018-08-08,1
1799,226,2022-01-24,0
1800,59,2026-07-20,0
1801,198,2019-05-22,0
1802,297,2020-02-14,1
1803,206,2019-07-20,0
1804,211,2018-10-25,1
1805,59,2023-03-26,0
1806,192,2020-08-02,1
1807,213,2024-07-05,0
1808,34,2021-06-22,0
1809,94,2023-07-09,0
1810,265,2018-10-11,1
1811,300,2020-11-08,0
1812,52,2021-08-03,0
1813,220,2018-07-08,0
1814,151,2021-08-20,0
1815,178,2022-01-28,1
1816,154,2021-07-02,0
1817,261,2022-05-16,0
1818,134,2024-11-29,0
1819,177,2024-09-05,1
1820,201,2018-02-14,0
1821,166,2023-07-21,0
1822,264,2025-11-02,0
1823,72,2025-07-21,0
1824,285,2020-10-20,0
1825,204,2024-10-14,0
1826,289,2024-12-10,0
1827,113,2021-03-04,1
1828,144,2025-07-14,0
1829,13,2023-06-25,0
1830,278,2024-07-06,0
1831,245,2024-06-23,0
1832,89,2024-10-09,0
1833,16,2026-04-18,0
1834,210,2025-06-07,0
1835,202,2021-08-30,1
1836,159,2022-11-15,0
1837,48,2023-08-15,1
1838,276,2025-06-04,0
1839,130,2021-05-28,0
1840,218,2020-09-17,1
1841,258,2024-05-24,1
1842,165,2026-04-09,0
1843,29,2025-11-27,0
1844,267,2019-04-14,0
1845,201,2025-12-20,0
1846,269,2024-11-03,0
1847,184,2019-05-13,0
1848,273,2018-01-21,0
1849,261,2019-10-09,0
1850,65,2026-01-21,1
1851,52,2024-07-18,0
1852,49,2022-12-27,0
1853,240,2023-06-21,0
1854,73,2021-08-01,0
1855,136,2025-11-05,0
1856,237,2019-05-10,1
1857,129,2020-09-20,0
1858,19,2019-09-28,0
1859,109,2025-05-08,0
1860,29,2022-09-06,0
1861,116,2023-12-05,0
1862,222,2025-12-20,0
1863,156,2019-09-11,0
1864,203,2026-05-12,0
1865,33,2019-02-05,1
1866,226,2024-07-16,0
1867,128,2024-02-03,0
1868,87,2025-02-26,0
1869,196,2019-05-17,1
1870,41,2026-04-28,0
1871,150,2024-11-19,0
1872,127,2018-12-17,0
1873,50,2022-10-30,0
1874,286,2025-01-31,1
1875,109,2022-02-18,1
1876,13,2021-04-20,0
1877,133,2020-05-22,0
1878,290,2022-06-22,1
1879,201,2026-07-12,0
1880,192,2023-04-08,0
1881,271,2024-04-05,1
1882,26,2024-10-04,0
1883,166,2024-09-29,0
1884,97,2021-06-21,0
1885,203,2024-08-30,0
1886,256,2020-11-04,0
1887,24,2023-01-23,0
1888,48,2020-08-15,0
1889,287,2026-02-23,0
1890,148,2024-04-30,0
1891,95,2023-01-23,1
1892,46,2021-11-30,0
1893,107,2022-07-05,0
1894,2,2024-10-05,0
1895,67,2020-05-16,0
1896,55,2025-03-07,0
1897,26,2020-06-10,0
1898,291,2019-03-25,0
1899,238,2024-05-21,0
1900,283,2024-02-21,0
1901,73,2020-11-25,0
1902,87,2023-08-17,0
1903,85,2024-04-26,0
1904,168,2024-10-30,0
1905,55,2026-04-05,0
1906,71,2025-05-28,0
1907,293,2021-10-22,0
1908,106,2019-12-30,0
1909,235,2018-11-05,0
1910,69,2022-12-22,0
1911,279,2023-10-12,0
1912,209,2023-12-28,0
1913,259,2018-01-31,0
1914,155,2024-01-30,0
1915,272,2024-10-27,1
1916,109,2024-04-04,0
1917,144,2022-07-23,0
1918,19,2018-02-18,0
1919,52,2022-03-31,0
1920,232,2023-08-04,0
1921,99,2022-12-08,0
1922,31,2022-12-25,0
1923,88,2022-06-23,0
1924,106,2022-10-14,0
1925,216,2020-10-22,0
1926,28,2023-03-31,0
1927,8,2020-06-10,0
1928,218,2022-04-06,0
1929,43,2021-08-07,0
1930,126,2024-03-11,0
1931,205,2025-10-04,0
1932,155,2023-06-28,1
1933,38,2019-03-05,1
1934,217,2023-10-15,0
1935,15,2020-10-25,0
1936,70,2018-06-06,0
1937,33,2019-09-01,1
1938,154,2026-08-31,0
1939,208,2021-09-14,0
1940,195,2019-10-01,0
1941,42,2019-02-27,0
1942,104,2023-08-21,0
1943,44,2024-08-05,0
1944,103,2021-01-23,0
1945,70,2018-11-24,0
1946,223,2021-01-27,0
1947,226,2023-10-08,0
1948,246,2018-12-27,0
1949,61,2020-04-27,0
1950,5,2018-01-07,0
1951,11,2022-02-03,0
1952,254,2019-06-24,0
1953,272,2019-09-26,0
1954,64,2018-12-24,0
1955,263,2024-04-30,0
1956,159,2022-03-30,0
1957,56,2026-03-22,0
1958,94,2021-06-04,0
1959,80,2019-12-04,0
1960,230,2019-10-09,0
1961,57,2026-04-06,1
1962,55,2023-02-11,0
1963,216,2020-10-26,0
1964,91,2023-09-03,0
1965,76,2022-11-02,0
1966,243,2018-12-30,1
1967,280,2024-01-31,1
1968,167,2019-01-13,0
1969,249,2019-09-23,1
1970,253,2024-03-08,0
1971,177,2021-11-09,1
1972,249,2019-12-05,0
1973,3,2018-08-03,0
1974,11,2023-02-23,0
1975,266,2024-01-16,0
1976,43,2019-10-05,0
1977,219,2021-08-12,0
1978,127,2020-12-25,0
1979,237,2025-09-23,0
1980,200,2024-11-09,0
1981,22,2020-05-17,0
1982,102,2022-06-14,0
1983,213,2026-01-03,0
1984,277,2020-12-30,0
1985,242,2019-03-23,0
1986,268,2020-08-02,0
1987,287,2023-04-06,0
1988,269,2026-08-08,0
1989,175,2020-09-01,0
1990,101,2018-07-05,0
1991,153,2019-07-30,0
1992,239,2021-07-30,0
1993,128,2018-10-25,0
1994,250,2018-04-21,0
1995,211,2023-09-07,1
1996,63,2025-02-22,0
1997,277,2020-01-09,0
1998,254,2022-07-13,0
1999,180,2022-12-19,0
2000,59,2023-10-15,0
2001,69,2026-06-28,0
2002,252,2025-09-03,0
2003,6,2020-09-27,0
2004,146,2026-06-17,1
2005,186,2018-04-21,0
2006,70,2026-05-04,0
2007,260,2019-03-29,0
2008,157,2018-12-27,0
2009,20,2019-01-13,0
2010,97,2019-01-22,0
2011,120,2022-01-06,0
2012,67,2023-07-20,0
2013,283,2024-06-15,0
2014,109,2018-02-20,0
2015,151,2020-07-27,0
2016,161,2019-02-23,1
2017,67,2019-04-07,0
2018,171,2024-06-21,0
2019,107,2023-07-22,0
2020,4,2019-10-27,0
2021,123,2020-08-11,0
2022,176,2026-01-07,0
2023,36,2022-12-26,0
2024,234,2020-01-27,0
2025,199,2026-02-04,0
2026,93,2019-09-21,0
2027,178,2020-07-11,1
2028,92,2024-01-03,0
2029,195,2022-06-11,0
2030,47,2018-08-08,0
2031,184,2024-12-29,0
2032,17,2019-12-24,0
2033,6,2023-12-30,0
2034,77,2020-11-24,0
2035,53,2024-07-07,0
2036,148,2025-10-14,0
2037,50,2024-09-11,0
2038,74,2025-12-26,0
2039,30,2022-09-06,0
2040,267,2018-07-25,0
2041,221,2022-08-25,0
2042,66,2021-12-31,0
2043,37,2024-03-26,0
2044,256,2020-02-27,0
2045,201,2024-01-18,0
2046,266,2021-10-30,0
2047,54,2023-10-23,0
2048,108,2021-08-21,0
2049,36,2021-04-24,0
2050,128,2019-11-10,0
2051,49,2025-03-08,1
2052,2,2018-08-06,0
2053,153,2020-01-18,0
2054,294,2021-09-12,0
2055,194,2019-05-09,1
2056,228,2025-12-12,0
2057,244,2020-12-28,0
2058,292,2020-02-07,0
2059,39,2020-03-14,0
2060,76,2019-08-30,0
